Timestamp,Spot,RSI,ATM_Strike,PCR,CE_Price,PE_Price,CE_OI,PE_OI,CE_Delta,PE_Delta,Status,PnL,Reason
09:16:47,26159.7,36,26150,1.09,124.05,87.9,30462,47389,0.5515,-0.4485,WATCHING,0,Recording Morning Burst
09:16:51,26162.55,37,26150,1.09,122.6,88.6,30462,47389,0.5545,-0.4455,WATCHING,0,Recording Morning Burst
09:16:55,26161.95,37,26150,1.09,123.7,87.8,30462,47389,0.5533,-0.4467,WATCHING,0,Recording Morning Burst
09:16:59,26160.9,37,26150,1.09,122.9,88.25,30462,47389,0.5533,-0.4467,WATCHING,0,Recording Morning Burst
09:17:02,26158.5,36,26150,1.09,126.85,86.1,30462,47389,0.5533,-0.4467,WATCHING,0,Recording Morning Burst
09:17:05,26159.25,36,26150,1.09,124.85,87.6,30462,47389,0.5533,-0.4467,WATCHING,0,Recording Morning Burst
09:17:08,26155.6,34,26150,1.09,123.95,89.6,30462,47389,0.5533,-0.4467,WATCHING,0,Recording Morning Burst
09:17:12,26155.05,34,26150,1.09,124.25,89.35,30462,47389,0.5569,-0.4431,WATCHING,0,Recording Morning Burst
09:17:16,26158.5,36,26150,1.09,125.65,88.35,30462,47389,0.5569,-0.4431,WATCHING,0,Recording Morning Burst
09:17:20,26160.15,36,26150,1.09,126.7,87.4,30462,47389,0.5529,-0.4471,WATCHING,0,Recording Morning Burst
09:17:24,26161.35,37,26150,1.09,125.6,88.5,30462,47389,0.5529,-0.4471,WATCHING,0,Recording Morning Burst
09:17:27,26159.5,36,26150,1.09,125.55,88.35,30462,47389,0.5529,-0.4471,WATCHING,0,Recording Morning Burst
09:17:30,26159.15,36,26150,1.09,125.4,87.95,30462,47389,0.5613,-0.4387,WATCHING,0,Recording Morning Burst
09:17:33,26160.05,36,26150,1.09,124.7,88.6,30462,47389,0.5613,-0.4387,WATCHING,0,Recording Morning Burst
09:17:36,26159.1,36,26150,1.09,124,88.85,30462,47389,0.5613,-0.4387,WATCHING,0,Recording Morning Burst
09:17:39,26160.75,37,26150,1.09,124.05,88.9,30462,47389,0.5613,-0.4387,WATCHING,0,Recording Morning Burst
09:17:42,26158.25,35,26150,1.09,124.7,88.5,30462,47389,0.557,-0.443,WATCHING,0,Recording Morning Burst
09:17:45,26160.0,36,26150,1.09,125.35,87.95,30462,47389,0.5613,-0.4387,WATCHING,0,Recording Morning Burst
09:17:48,26163.95,38,26150,1.09,127.8,86.4,30462,47389,0.557,-0.443,WATCHING,0,Recording Morning Burst
09:17:53,26165.35,39,26150,1.09,130.2,84.7,30462,47389,0.557,-0.443,WATCHING,0,Recording Morning Burst
09:17:56,26168.8,41,26150,1.09,130.25,84.6,30462,47389,0.5554,-0.4446,WATCHING,0,Recording Morning Burst
09:17:59,26170.4,41,26150,1.09,132.95,82.2,30462,47389,0.5554,-0.4446,WATCHING,0,Recording Morning Burst
09:18:03,26174.1,44,26150,1.09,135.4,81.45,30462,47389,0.5685,-0.4315,WATCHING,0,Recording Morning Burst
09:18:05,26178.35,47,26200,1.09,108.8,101,115096,99526,0.4934,-0.5066,WATCHING,0,Recording Morning Burst
09:18:08,26179.1,47,26200,1.09,110,100.65,115096,99526,0.4934,-0.5066,WATCHING,0,Recording Morning Burst
09:18:11,26180.1,48,26200,1.09,108.5,101.45,115096,99526,0.4934,-0.5066,WATCHING,0,Recording Morning Burst
09:18:14,26181.55,49,26200,1.09,109.35,101.05,115096,99526,0.5131,-0.4869,WATCHING,0,Recording Morning Burst
09:18:16,26180.55,48,26200,1.09,110.3,100.85,115096,99526,0.5131,-0.4869,WATCHING,0,Recording Morning Burst
09:18:20,26184.15,51,26200,1.09,114.75,98.15,115096,99526,0.5131,-0.4869,WATCHING,0,Recording Morning Burst
09:18:23,26186.1,52,26200,1.09,115.05,98.05,115096,99526,0.5288,-0.4712,WATCHING,0,Recording Morning Burst
09:18:27,26187.35,53,26200,1.09,115.15,97.75,115096,99526,0.5288,-0.4712,WATCHING,0,Recording Morning Burst
09:18:33,26185.8,52,26200,1.09,115.4,97.55,115096,99526,0.5288,-0.4712,WATCHING,0,Recording Morning Burst
09:18:35,26187.8,53,26200,1.09,115.15,97.45,115096,99526,0.5283,-0.4717,WATCHING,0,Recording Morning Burst
09:18:39,26186.75,52,26200,1.09,112.15,99.4,115096,99526,0.5283,-0.4717,WATCHING,0,Recording Morning Burst
09:18:43,26182.6,50,26200,1.09,112.05,99.5,115096,99526,0.5283,-0.4717,WATCHING,0,Recording Morning Burst
09:18:47,26185.35,51,26200,1.09,113.5,98.6,115096,99526,0.5199,-0.4801,WATCHING,0,Recording Morning Burst
09:18:55,26186.9,52,26200,1.09,112.95,98.9,115096,99526,0.5199,-0.4801,WATCHING,0,Recording Morning Burst
09:18:58,26187.0,52,26200,1.09,113.2,98.35,115096,99526,0.5199,-0.4801,WATCHING,0,Recording Morning Burst
09:19:02,26188.4,53,26200,1.1,115.75,96.6,115096,99526,0.5199,-0.4801,WATCHING,0,Recording Morning Burst
09:19:04,26192.9,56,26200,1.13,117.7,95.2,126372,121854,0.5231,-0.4769,WATCHING,0,Recording Morning Burst
09:19:08,26196.15,57,26200,1.13,120.65,93.4,126372,121854,0.5231,-0.4769,WATCHING,0,Recording Morning Burst
09:19:10,26195.7,57,26200,1.13,120.5,93.5,126372,121854,0.5231,-0.4769,WATCHING,0,Recording Morning Burst
09:19:13,26196.1,57,26200,1.13,122.45,92.2,126372,121854,0.5297,-0.4703,WATCHING,0,Recording Morning Burst
09:19:16,26197.5,58,26200,1.13,121.75,92.2,126372,121854,0.5297,-0.4703,WATCHING,0,Recording Morning Burst
09:19:19,26193.0,56,26200,1.13,119.5,93.9,126372,121854,0.5297,-0.4703,WATCHING,0,Recording Morning Burst
09:19:22,26194.55,57,26200,1.13,119.95,93.4,126372,121854,0.5297,-0.4703,WATCHING,0,Recording Morning Burst
09:19:25,26196.0,57,26200,1.13,120.85,92.8,126372,121854,0.5434,-0.4566,WATCHING,0,Recording Morning Burst
09:19:28,26197.3,58,26200,1.13,121.35,92.5,126372,121854,0.5434,-0.4566,WATCHING,0,Recording Morning Burst
09:19:32,26198.75,59,26200,1.13,120.4,93.05,126372,121854,0.5434,-0.4566,WATCHING,0,Recording Morning Burst
09:19:35,26199.0,59,26200,1.13,120.9,92.65,126372,121854,0.5416,-0.4584,WATCHING,0,Recording Morning Burst
09:19:38,26197.4,58,26200,1.13,120.3,94,126372,121854,0.5416,-0.4584,WATCHING,0,Recording Morning Burst
09:19:42,26199.15,59,26200,1.13,120.9,92.75,126372,121854,0.544,-0.456,WATCHING,0,Recording Morning Burst
09:19:45,26198.25,58,26200,1.13,120.05,93.05,126372,121854,0.544,-0.456,WATCHING,0,Recording Morning Burst
09:19:50,26197.9,58,26200,1.13,119.8,93.55,126372,121854,0.544,-0.456,WATCHING,0,Recording Morning Burst
09:19:53,26197.1,58,26200,1.13,120.3,93.25,126372,121854,0.5417,-0.4583,WATCHING,0,Recording Morning Burst
09:19:57,26200.25,59,26200,1.13,120.1,92.9,126372,121854,0.544,-0.456,WATCHING,0,Recording Morning Burst
09:20:02,26198.25,58,26200,1.13,119.5,92.25,126372,121854,0.5417,-0.4583,WATCHING,0,Recording Morning Burst
09:20:05,26199.15,56,26200,1.13,120.9,90.7,126372,121854,0.5417,-0.4583,WATCHING,0,Recording Morning Burst
09:20:10,26203.05,58,26200,1.13,120.6,90.8,126372,121854,0.5382,-0.4618,WATCHING,0,Recording Morning Burst
09:20:14,26200.2,56,26200,1.13,118,92.95,126372,121854,0.5463,-0.4537,WATCHING,0,Recording Morning Burst
09:20:18,26198.7,55,26200,1.13,118.75,92.4,126372,121854,0.5463,-0.4537,WATCHING,0,Recording Morning Burst
09:20:21,26199.75,56,26200,1.13,119.5,91.8,126372,121854,0.5463,-0.4537,WATCHING,0,Recording Morning Burst
09:20:24,26200.5,56,26200,1.13,120.65,91.2,126372,121854,0.5463,-0.4537,WATCHING,0,Recording Morning Burst
09:20:28,26199.85,56,26200,1.13,119.1,92,126372,121854,0.5452,-0.4548,WATCHING,0,Recording Morning Burst
09:20:30,26198.7,55,26200,1.13,119.9,91.35,126372,121854,0.5452,-0.4548,WATCHING,0,Recording Morning Burst
09:20:33,26199.15,56,26200,1.13,121,90.5,126372,121854,0.5452,-0.4548,WATCHING,0,Recording Morning Burst
09:20:36,26201.65,57,26200,1.13,120.5,91.2,126372,121854,0.5447,-0.4553,WATCHING,0,Recording Morning Burst
09:20:40,26200.2,56,26200,1.13,120.95,90.95,126372,121854,0.5452,-0.4548,WATCHING,0,Recording Morning Burst
09:20:43,26199.8,56,26200,1.13,120.55,91,126372,121854,0.5447,-0.4553,WATCHING,0,Recording Morning Burst
09:20:46,26199.15,56,26200,1.13,120.6,91.25,126372,121854,0.5447,-0.4553,WATCHING,0,Recording Morning Burst
09:20:50,26198.65,55,26200,1.13,119.25,92.45,126372,121854,0.5469,-0.4531,WATCHING,0,Recording Morning Burst
09:20:53,26197.9,55,26200,1.13,119.35,92.2,126372,121854,0.5469,-0.4531,WATCHING,0,Recording Morning Burst
09:20:58,26198.35,55,26200,1.13,119.95,91.85,126372,121854,0.5469,-0.4531,WATCHING,0,Recording Morning Burst
09:21:01,26199.6,56,26200,1.13,121.6,90.85,126372,121854,0.5418,-0.4582,WATCHING,0,Recording Morning Burst
09:21:05,26201.25,57,26200,1.13,124,88.85,126372,121854,0.5418,-0.4582,WATCHING,0,Recording Morning Burst
09:21:09,26202.8,57,26200,1.13,123.25,89.2,126372,121854,0.5475,-0.4525,WATCHING,0,Recording Morning Burst
09:21:13,26205.35,59,26200,1.13,122.55,89.95,126372,121854,0.5475,-0.4525,WATCHING,0,Recording Morning Burst
09:21:16,26204.45,58,26200,1.13,122.35,90.05,126372,121854,0.5475,-0.4525,WATCHING,0,Recording Morning Burst
09:21:21,26203.2,58,26200,1.13,123.8,89.1,126372,121854,0.5475,-0.4525,WATCHING,0,Recording Morning Burst
09:21:25,26205.5,59,26200,1.13,124.55,88.45,126372,121854,0.5519,-0.4481,WATCHING,0,Recording Morning Burst
09:21:28,26208.2,60,26200,1.13,123.95,88.55,126372,121854,0.5519,-0.4481,WATCHING,0,Recording Morning Burst
09:21:31,26207.75,60,26200,1.13,123.6,89.05,126372,121854,0.5518,-0.4482,WATCHING,0,Recording Morning Burst
09:21:34,26205.7,59,26200,1.13,123.7,89.2,126372,121854,0.5518,-0.4482,WATCHING,0,Recording Morning Burst
09:21:38,26206.5,59,26200,1.13,124,88.65,126372,121854,0.5518,-0.4482,WATCHING,0,Recording Morning Burst
09:21:40,26206.3,59,26200,1.13,124.6,88.3,126372,121854,0.5518,-0.4482,WATCHING,0,Recording Morning Burst
09:21:43,26207.85,60,26200,1.13,124.2,88.25,126372,121854,0.5543,-0.4457,WATCHING,0,Recording Morning Burst
09:21:47,26208.0,60,26200,1.13,124,88.3,126372,121854,0.5543,-0.4457,WATCHING,0,Recording Morning Burst
09:21:50,26207.7,60,26200,1.13,125,87.85,126372,121854,0.5543,-0.4457,WATCHING,0,Recording Morning Burst
09:21:54,26208.45,60,26200,1.13,124.9,88.05,126372,121854,0.5543,-0.4457,WATCHING,0,Recording Morning Burst
09:21:57,26210.45,61,26200,1.13,125.3,86.75,126372,121854,0.5557,-0.4443,WATCHING,0,Recording Morning Burst
09:22:01,26212.25,62,26200,1.13,126.25,86.7,126372,121854,0.5557,-0.4443,WATCHING,0,Recording Morning Burst
09:22:03,26211.5,61,26200,1.13,124.95,87.55,126372,121854,0.5617,-0.4383,WATCHING,0,Recording Morning Burst
09:22:06,26209.55,61,26200,1.13,123.8,88.95,136732,140282,0.5617,-0.4383,WATCHING,0,Recording Morning Burst
09:22:09,26210.25,61,26200,1.13,124.6,88.2,136732,140282,0.5617,-0.4383,WATCHING,0,Recording Morning Burst
09:22:11,26211.2,61,26200,1.13,124.7,87.85,136732,140282,0.5617,-0.4383,WATCHING,0,Recording Morning Burst
09:22:14,26209.8,61,26200,1.13,124,88.3,136732,140282,0.5576,-0.4424,WATCHING,0,Recording Morning Burst
09:22:18,26212.65,62,26200,1.13,124.6,88.05,136732,140282,0.5576,-0.4424,WATCHING,0,Recording Morning Burst
09:22:22,26211.2,61,26200,1.13,124.85,87.95,136732,140282,0.5576,-0.4424,WATCHING,0,Recording Morning Burst
09:22:25,26209.1,60,26200,1.13,124.35,88.5,136732,140282,0.5575,-0.4425,WATCHING,0,Recording Morning Burst
09:22:29,26210.6,61,26200,1.13,125.65,87.6,136732,140282,0.5575,-0.4425,WATCHING,0,Recording Morning Burst
09:22:32,26211.9,61,26200,1.13,125.6,87.3,136732,140282,0.5575,-0.4425,WATCHING,0,Recording Morning Burst
09:22:36,26214.9,63,26200,1.13,125.15,87.4,136732,140282,0.5591,-0.4409,WATCHING,0,Recording Morning Burst
09:22:40,26214.55,62,26200,1.13,125.05,87.75,136732,140282,0.5591,-0.4409,WATCHING,0,Recording Morning Burst
09:22:43,26211.35,61,26200,1.13,124,88.55,136732,140282,0.5591,-0.4409,WATCHING,0,Recording Morning Burst
09:22:46,26210.15,61,26200,1.13,122.95,89.8,136732,140282,0.5591,-0.4409,WATCHING,0,Recording Morning Burst
09:22:48,26207.3,60,26200,1.13,123.35,89.25,136732,140282,0.558,-0.442,WATCHING,0,Recording Morning Burst
09:22:52,26207.85,60,26200,1.13,120.85,90.8,136732,140282,0.558,-0.442,WATCHING,0,Recording Morning Burst
09:22:55,26205.6,59,26200,1.13,119.9,91.55,136732,140282,0.558,-0.442,WATCHING,0,Recording Morning Burst
09:22:58,26204.7,58,26200,1.13,119,92.35,136732,140282,0.5488,-0.4512,WATCHING,0,Recording Morning Burst
09:23:02,26203.05,58,26200,1.13,120,91.95,136732,140282,0.5488,-0.4512,WATCHING,0,Recording Morning Burst
09:23:07,26203.55,58,26200,1.13,117.75,93.2,136732,140282,0.5488,-0.4512,WATCHING,0,Recording Morning Burst
09:23:11,26200.55,56,26200,1.13,118.85,92.25,136732,140282,0.5488,-0.4512,WATCHING,0,Recording Morning Burst
09:23:15,26199.75,56,26200,1.13,119.95,91.85,136732,140282,0.5488,-0.4512,WATCHING,0,Recording Morning Burst
09:23:18,26201.25,57,26200,1.13,119.35,92.05,136732,140282,0.5449,-0.4551,WATCHING,0,Recording Morning Burst
09:23:21,26201.55,57,26200,1.13,119.7,92.1,136732,140282,0.5449,-0.4551,WATCHING,0,Recording Morning Burst
09:23:24,26201.15,57,26200,1.13,119.4,92.1,136732,140282,0.5418,-0.4582,WATCHING,0,Recording Morning Burst
09:23:28,26199.25,56,26200,1.13,121.25,91,136732,140282,0.5418,-0.4582,WATCHING,0,Recording Morning Burst
09:23:31,26202.6,57,26200,1.13,121.65,90.6,136732,140282,0.5418,-0.4582,WATCHING,0,Recording Morning Burst
09:23:34,26203.1,58,26200,1.13,121.55,90.65,136732,140282,0.5437,-0.4563,WATCHING,0,Recording Morning Burst
09:23:37,26204.05,58,26200,1.13,121.5,90,136732,140282,0.5437,-0.4563,WATCHING,0,Recording Morning Burst
09:23:40,26204.2,58,26200,1.13,122,90.15,136732,140282,0.5437,-0.4563,WATCHING,0,Recording Morning Burst
09:23:43,26204.8,58,26200,1.13,122.75,89.25,136732,140282,0.5437,-0.4563,WATCHING,0,Recording Morning Burst
09:23:46,26205.55,59,26200,1.13,122.3,89.75,136732,140282,0.5437,-0.4563,WATCHING,0,Recording Morning Burst
09:23:50,26205.0,58,26200,1.13,121.15,90.35,136732,140282,0.5505,-0.4495,WATCHING,0,Recording Morning Burst
09:23:53,26203.4,58,26200,1.13,119.4,91.4,136732,140282,0.5505,-0.4495,WATCHING,0,Recording Morning Burst
09:23:56,26201.9,57,26200,1.13,121.3,89.85,136732,140282,0.5436,-0.4564,WATCHING,0,Recording Morning Burst
09:23:59,26203.85,58,26200,1.13,120.5,90.25,136732,140282,0.5436,-0.4564,WATCHING,0,Recording Morning Burst
09:24:02,26203.6,58,26200,1.13,121.85,89.25,136732,140282,0.5436,-0.4564,WATCHING,0,Recording Morning Burst
09:24:05,26205.8,59,26200,1.13,122.45,88.8,136732,140282,0.5436,-0.4564,WATCHING,0,Recording Morning Burst
09:24:08,26208.1,60,26200,1.13,123.8,87.75,136732,140282,0.5512,-0.4488,WATCHING,0,Recording Morning Burst
09:24:11,26208.05,60,26200,1.13,122.8,88.85,136732,140282,0.5512,-0.4488,WATCHING,0,Recording Morning Burst
09:24:15,26206.3,59,26200,1.13,122.2,88.9,136732,140282,0.5512,-0.4488,WATCHING,0,Recording Morning Burst
09:24:18,26205.35,59,26200,1.13,123.35,88.15,136732,140282,0.5524,-0.4476,WATCHING,0,Recording Morning Burst
09:24:21,26208.45,60,26200,1.13,123.2,88.35,136732,140282,0.5512,-0.4488,WATCHING,0,Recording Morning Burst
09:24:25,26208.35,60,26200,1.13,122.55,88.55,136732,140282,0.5524,-0.4476,WATCHING,0,Recording Morning Burst
09:24:28,26206.1,59,26200,1.13,121.05,89.8,136732,140282,0.5536,-0.4464,WATCHING,0,Recording Morning Burst
09:24:32,26206.1,59,26200,1.13,121.55,89.55,136732,140282,0.5536,-0.4464,WATCHING,0,Recording Morning Burst
09:24:38,26204.25,58,26200,1.13,121.8,89.3,136732,140282,0.5497,-0.4503,WATCHING,0,Recording Morning Burst
09:24:42,26205.4,59,26200,1.13,121.6,89.15,136732,140282,0.5497,-0.4503,WATCHING,0,Recording Morning Burst
09:24:45,26204.5,58,26200,1.13,122.3,88.9,136732,140282,0.5497,-0.4503,WATCHING,0,Recording Morning Burst
09:24:48,26204.85,58,26200,1.13,121.45,89.15,136732,140282,0.5497,-0.4503,WATCHING,0,Recording Morning Burst
09:24:51,26204.7,58,26200,1.13,122,88.25,136732,140282,0.5513,-0.4487,WATCHING,0,Recording Morning Burst
09:24:55,26204.75,58,26200,1.13,121.7,88.65,136732,140282,0.5497,-0.4503,WATCHING,0,Recording Morning Burst
09:24:58,26204.75,58,26200,1.13,121.9,88.2,136732,140282,0.5513,-0.4487,WATCHING,0,Recording Morning Burst
09:25:02,26204.0,61,26200,1.13,122.5,87.45,136732,140282,0.5545,-0.4455,WATCHING,0,Recording Morning Burst
09:25:06,26206.0,62,26200,1.13,123.2,86.65,143785,157925,0.5513,-0.4487,WATCHING,0,Recording Morning Burst
09:25:09,26207.75,63,26200,1.13,124,85.8,143785,157925,0.5545,-0.4455,WATCHING,0,Recording Morning Burst
09:25:12,26209.85,64,26200,1.13,122.8,86.6,143785,157925,0.5557,-0.4443,WATCHING,0,Recording Morning Burst
09:25:15,26211.25,64,26200,1.13,122.9,87,143785,157925,0.5557,-0.4443,WATCHING,0,Recording Morning Burst
09:25:18,26209.55,64,26200,1.13,123.9,85.9,143785,157925,0.5557,-0.4443,WATCHING,0,Recording Morning Burst
09:25:21,26209.25,64,26200,1.13,123.55,86,143785,157925,0.5557,-0.4443,WATCHING,0,Recording Morning Burst
09:25:25,26208.85,64,26200,1.13,122.05,86.95,143785,157925,0.5572,-0.4428,WATCHING,0,Recording Morning Burst
09:25:29,26207.6,63,26200,1.13,122.1,86.8,143785,157925,0.5572,-0.4428,WATCHING,0,Recording Morning Burst
09:25:31,26207.05,63,26200,1.13,122.1,86.8,143785,157925,0.5572,-0.4428,WATCHING,0,Recording Morning Burst
09:25:34,26207.6,63,26200,1.13,121.75,86.75,143785,157925,0.5557,-0.4443,WATCHING,0,Recording Morning Burst
09:25:37,26208.9,64,26200,1.13,124,84.35,143785,157925,0.5557,-0.4443,WATCHING,0,Recording Morning Burst
09:25:40,26209.2,64,26200,1.13,123.65,84.65,143785,157925,0.5557,-0.4443,WATCHING,0,Recording Morning Burst
09:25:43,26209.6,64,26200,1.13,122.35,85.6,143785,157925,0.562,-0.438,WATCHING,0,Recording Morning Burst
09:25:46,26208.4,63,26200,1.13,122.5,85.35,143785,157925,0.562,-0.438,WATCHING,0,Recording Morning Burst
09:25:49,26208.7,63,26200,1.13,122.95,85.6,143785,157925,0.562,-0.438,WATCHING,0,Recording Morning Burst
09:25:52,26208.2,63,26200,1.13,122.5,85.35,143785,157925,0.562,-0.438,WATCHING,0,Recording Morning Burst
09:25:55,26209.4,64,26200,1.13,122.85,85.25,143785,157925,0.562,-0.438,WATCHING,0,Recording Morning Burst
09:25:58,26207.85,63,26200,1.13,122,85.9,143785,157925,0.562,-0.438,WATCHING,0,Recording Morning Burst
09:26:03,26207.8,63,26200,1.13,122.4,85.75,143785,157925,0.56,-0.44,WATCHING,0,Recording Morning Burst
09:26:07,26208.05,63,26200,1.13,123.2,85.7,143785,157925,0.558,-0.442,WATCHING,0,Recording Morning Burst
09:26:11,26208.85,64,26200,1.13,124.15,84.85,143785,157925,0.558,-0.442,WATCHING,0,Recording Morning Burst
09:26:14,26208.9,64,26200,1.13,124.9,84.15,143785,157925,0.558,-0.442,WATCHING,0,Recording Morning Burst
09:26:18,26211.0,64,26200,1.13,124.25,84.45,143785,157925,0.5623,-0.4377,WATCHING,0,Recording Morning Burst
09:26:21,26212.0,65,26200,1.13,124.15,84.4,143785,157925,0.5623,-0.4377,WATCHING,0,Recording Morning Burst
09:26:25,26212.05,65,26200,1.13,124.45,84.2,143785,157925,0.5623,-0.4377,WATCHING,0,Recording Morning Burst
09:26:29,26211.2,64,26200,1.13,122.85,85.6,143785,157925,0.5636,-0.4364,WATCHING,0,Recording Morning Burst
09:26:34,26207.6,63,26200,1.13,122.9,86.05,143785,157925,0.5636,-0.4364,WATCHING,0,Recording Morning Burst
09:26:37,26209.65,64,26200,1.13,124,85.25,143785,157925,0.5636,-0.4364,WATCHING,0,Recording Morning Burst
09:26:39,26209.3,64,26200,1.13,123.8,85.1,143785,157925,0.5636,-0.4364,WATCHING,0,Recording Morning Burst
09:26:42,26210.15,64,26200,1.13,123.3,85.55,143785,157925,0.5552,-0.4448,WATCHING,0,Recording Morning Burst
09:26:45,26209.95,64,26200,1.13,123.3,85.4,143785,157925,0.5552,-0.4448,WATCHING,0,Recording Morning Burst
09:26:48,26209.9,64,26200,1.13,123.9,84.85,143785,157925,0.5552,-0.4448,WATCHING,0,Recording Morning Burst
09:26:51,26210.6,64,26200,1.13,124.15,84.7,143785,157925,0.5606,-0.4394,WATCHING,0,Recording Morning Burst
09:26:54,26210.9,64,26200,1.13,125.05,84.25,143785,157925,0.5606,-0.4394,WATCHING,0,Recording Morning Burst
09:26:58,26211.9,65,26200,1.13,124.25,84.35,143785,157925,0.5606,-0.4394,WATCHING,0,Recording Morning Burst
09:27:01,26211.85,65,26200,1.13,124.8,84,143785,157925,0.5606,-0.4394,WATCHING,0,Recording Morning Burst
09:27:04,26212.2,65,26200,1.13,126.1,83,143785,157925,0.5625,-0.4375,WATCHING,0,Recording Morning Burst
09:27:07,26211.75,65,26200,1.13,126.6,82.6,143785,157925,0.5625,-0.4375,WATCHING,0,Recording Morning Burst
09:27:10,26213.4,65,26200,1.13,126.25,82.95,143785,157925,0.5625,-0.4375,WATCHING,0,Recording Morning Burst
09:27:13,26214.2,66,26200,1.13,125.6,83.4,143785,157925,0.5647,-0.4353,WATCHING,0,Recording Morning Burst
09:27:16,26213.85,65,26200,1.13,126.4,82.65,143785,157925,0.5647,-0.4353,WATCHING,0,Recording Morning Burst
09:27:19,26214.85,66,26200,1.13,128.35,81.75,143785,157925,0.5647,-0.4353,WATCHING,0,Recording Morning Burst
09:27:22,26215.8,66,26200,1.13,127.6,82,143785,157925,0.5647,-0.4353,WATCHING,0,Recording Morning Burst
09:27:25,26215.55,66,26200,1.13,127.55,81.95,143785,157925,0.5729,-0.4271,WATCHING,0,Recording Morning Burst
09:27:28,26216.1,66,26200,1.13,126.7,82.6,143785,157925,0.5729,-0.4271,WATCHING,0,Recording Morning Burst
09:27:32,26215.4,66,26200,1.13,126.4,82.45,143785,157925,0.5729,-0.4271,WATCHING,0,Recording Morning Burst
09:27:35,26215.55,66,26200,1.13,126.35,82.55,143785,157925,0.5729,-0.4271,WATCHING,0,Recording Morning Burst
09:27:39,26214.15,66,26200,1.13,125.35,83.65,143785,157925,0.5697,-0.4303,WATCHING,0,Recording Morning Burst
09:27:43,26215.9,66,26200,1.13,125.05,83.9,143785,157925,0.565,-0.435,WATCHING,0,Recording Morning Burst
09:27:46,26213.1,65,26200,1.13,125.1,83.75,143785,157925,0.565,-0.435,WATCHING,0,Recording Morning Burst
09:27:50,26214.15,66,26200,1.13,125.1,83.9,143785,157925,0.5697,-0.4303,WATCHING,0,Recording Morning Burst
09:27:53,26213.5,65,26200,1.13,125.25,83.7,143785,157925,0.565,-0.435,WATCHING,0,Recording Morning Burst
09:27:57,26212.3,65,26200,1.13,124.9,84.05,143785,157925,0.565,-0.435,WATCHING,0,Recording Morning Burst
09:28:04,26213.95,66,26200,1.13,124.65,84.05,143785,157925,0.5655,-0.4345,WATCHING,0,Recording Morning Burst
09:28:08,26213.15,65,26200,1.16,126.55,83,146412,172009,0.5648,-0.4352,WATCHING,0,Recording Morning Burst
