Entry_Time,Exit_Time,Strategy,Symbol,Type,Strike,Entry_Price,Exit_Price,Max_Price,PnL,PnL_Pct,Balance,Exit_Reason
09:29:34,09:53:56,ORIGINAL_3min,NIFTY2610626050CE,CE,26050,114.9,94.95,115.25,-1496.25,-17.36,8503.75,STOP_LOSS
09:55:12,09:58:37,ORIGINAL_3min,NIFTY2610626000PE,PE,26000,87.25,81.8,89.7,-408.75,-6.25,8095.0,STOP_LOSS
09:59:50,10:03:10,ORIGINAL_3min,NIFTY2610626000PE,PE,26000,84.85,79.75,88.75,-382.5,-6.01,7712.5,STOP_LOSS
10:04:23,10:10:41,ORIGINAL_3min,NIFTY2610626000PE,PE,26000,85.1,80.1,91.8,-375.0,-5.88,7337.5,STOP_LOSS
10:15:20,10:33:09,ORIGINAL_3min,NIFTY2610626100CE,CE,26100,80.6,90.9,90.9,772.5,12.78,8110.0,TARGET
10:34:23,10:41:54,ORIGINAL_3min,NIFTY2610626100CE,CE,26100,89.9,100.25,100.25,776.25,11.51,8886.25,TARGET
10:43:03,10:48:18,ORIGINAL_3min,NIFTY2610626100CE,CE,26100,99.95,94.75,101.75,-390.0,-5.2,8496.25,STOP_LOSS
10:49:23,11:19:39,ORIGINAL_3min,NIFTY2610626100CE,CE,26100,94.5,97.25,100.65,206.25,2.91,8702.5,TIME_EXIT
11:20:44,11:30:15,ORIGINAL_3min,NIFTY2610626100CE,CE,26100,95.1,89.65,95.7,-408.75,-5.73,8293.75,STOP_LOSS
11:34:07,12:04:07,ORIGINAL_3min,NIFTY2610626100CE,CE,26100,94.6,105,105,780.0,10.99,9073.75,TARGET
12:05:16,12:09:02,ORIGINAL_3min,NIFTY2610626100CE,CE,26100,103.7,113.75,113.75,753.75,9.69,9827.5,TARGET
12:10:12,12:33:26,ORIGINAL_3min,NIFTY2610626100CE,CE,26100,109.65,123.7,123.7,1053.75,12.81,10881.25,TARGET
13:18:00,13:38:18,ORIGINAL_3min,NIFTY2610626150CE,CE,26150,119,113.25,128.35,-431.25,-4.83,10450.0,STOP_LOSS
13:39:32,13:46:58,ORIGINAL_3min,NIFTY2610626150CE,CE,26150,115.75,127.15,127.15,855.0,9.85,11305.0,TARGET
13:48:00,14:02:20,ORIGINAL_3min,NIFTY2610626150CE,CE,26150,127.5,122.5,135.15,-375.0,-3.92,10930.0,STOP_LOSS
14:03:26,14:17:44,ORIGINAL_3min,NIFTY2610626150CE,CE,26150,127.7,121.1,130.35,-495.0,-5.17,10435.0,STOP_LOSS
14:18:57,14:23:45,ORIGINAL_3min,NIFTY2610626150CE,CE,26150,123.9,118.8,125.55,-382.5,-4.12,10052.5,STOP_LOSS
14:25:16,14:55:35,ORIGINAL_3min,NIFTY2610626200CE,CE,26200,95.6,97.85,101.15,168.75,2.35,10221.25,TIME_EXIT
14:56:53,15:00:23,ORIGINAL_3min,NIFTY2610626200CE,CE,26200,97.95,92.3,98.5,-423.75,-5.77,9797.5,STOP_LOSS
