Entry_Time,Exit_Time,Strategy,Symbol,Type,Strike,Entry_Price,Exit_Price,Max_Price,PnL,PnL_Pct,Balance,Exit_Reason
09:29:34,09:33:18,STRATEGY_A_1min,NIFTY2610626050CE,CE,26050,114.25,108.3,115.85,-446.25,-5.21,9553.75,STOP_LOSS
09:35:17,09:38:24,STRATEGY_A_1min,NIFTY2610626000PE,PE,26000,86.8,80.9,88.95,-442.5,-6.8,9111.25,STOP_LOSS
09:40:20,09:44:46,STRATEGY_A_1min,NIFTY2610626000PE,PE,26000,84.7,95.5,95.5,810.0,12.75,9921.25,TARGET
09:45:53,09:50:28,STRATEGY_A_1min,NIFTY2610626000PE,PE,26000,92.8,86.8,94.65,-450.0,-6.47,9471.25,STOP_LOSS
09:52:57,09:58:37,STRATEGY_A_1min,NIFTY2610626000PE,PE,26000,87.85,82.15,90.3,-427.5,-6.49,9043.75,STOP_LOSS
10:00:37,10:02:25,STRATEGY_A_1min,NIFTY2610626000PE,PE,26000,87.8,82.75,89.5,-378.75,-5.75,8665.0,STOP_LOSS
10:04:47,10:07:56,STRATEGY_A_1min,NIFTY2610626000PE,PE,26000,88.2,82.2,92.3,-450.0,-6.8,8215.0,STOP_LOSS
10:09:10,10:29:57,STRATEGY_A_1min,NIFTY2610626050CE,CE,26050,98,108,108,750,10.2,8965.0,TARGET
10:31:11,10:41:40,STRATEGY_A_1min,NIFTY2610626100CE,CE,26100,83.75,97.8,97.8,1053.75,16.78,10018.75,TARGET
10:42:49,10:47:24,STRATEGY_A_1min,NIFTY2610626100CE,CE,26100,102.25,96.15,102.25,-457.5,-5.97,9561.25,STOP_LOSS
10:51:40,11:21:51,STRATEGY_A_1min,NIFTY2610626100CE,CE,26100,95,94.75,99.85,-18.75,-0.26,9542.5,TIME_EXIT
11:36:07,12:06:12,STRATEGY_A_1min,NIFTY2610626100CE,CE,26100,98.85,104.6,104.9,431.25,5.82,9973.75,TIME_EXIT
12:07:13,12:13:26,STRATEGY_A_1min,NIFTY2610626100CE,CE,26100,105.2,116.65,116.65,858.75,10.88,10832.5,TARGET
12:14:28,12:44:00,STRATEGY_A_1min,NIFTY2610626100CE,CE,26100,115.15,125.7,125.7,791.25,9.16,11623.75,TARGET
12:45:01,12:49:21,STRATEGY_A_1min,NIFTY2610626100CE,CE,26100,132.35,142.8,142.8,783.75,7.9,12407.5,TARGET
12:50:27,12:53:48,STRATEGY_A_1min,NIFTY2610626150CE,CE,26150,113.6,125.15,125.15,866.25,10.17,13273.75,TARGET
12:54:50,13:24:58,STRATEGY_A_1min,NIFTY2610626150CE,CE,26150,122.6,124.5,130.4,142.5,1.55,13416.25,TIME_EXIT
13:26:15,13:35:47,STRATEGY_A_1min,NIFTY2610626150CE,CE,26150,123.25,117.8,128.45,-408.75,-4.42,13007.5,STOP_LOSS
13:45:20,13:58:19,STRATEGY_A_1min,NIFTY2610626150CE,CE,26150,123.3,134.3,134.3,825.0,8.92,13832.5,TARGET
13:59:24,13:59:55,STRATEGY_A_1min,NIFTY2610626200CE,CE,26200,106,101,106,-375,-4.72,13457.5,STOP_LOSS
14:03:26,14:17:44,STRATEGY_A_1min,NIFTY2610626150CE,CE,26150,127.95,122.7,130.5,-393.75,-4.1,13063.75,STOP_LOSS
14:29:20,14:59:27,STRATEGY_A_1min,NIFTY2610626150CE,CE,26150,122.5,125,129.6,187.5,2.04,13251.25,TIME_EXIT
