Entry_Time,Exit_Time,Strategy,Symbol,Type,Strike,Entry_Price,Exit_Price,Max_Price,PnL,PnL_Pct,Balance,Exit_Reason
09:29:34,09:40:05,ORIGINAL_2min,NIFTY2610626050CE,CE,26050,114.55,106.75,115.4,-585.0,-6.81,9415.0,STOP_LOSS
09:41:46,09:44:46,ORIGINAL_2min,NIFTY2610626000PE,PE,26000,85.45,95.9,95.9,783.75,12.23,10198.75,TARGET
09:45:53,09:50:28,ORIGINAL_2min,NIFTY2610626000PE,PE,26000,92.7,87.2,93.05,-412.5,-5.93,9786.25,STOP_LOSS
09:51:31,09:58:37,ORIGINAL_2min,NIFTY2610626000PE,PE,26000,88.7,82.5,89.9,-465.0,-6.99,9321.25,STOP_LOSS
10:00:05,10:15:04,ORIGINAL_2min,NIFTY2610626000PE,PE,26000,83.4,76.85,93.05,-491.25,-7.85,8830.0,STOP_LOSS
10:16:18,10:31:26,ORIGINAL_2min,NIFTY2610626050CE,CE,26050,102.85,114,114,836.25,10.84,9666.25,TARGET
10:32:38,10:41:40,ORIGINAL_2min,NIFTY2610626050CE,CE,26050,115.9,126.2,126.2,772.5,8.89,10438.75,TARGET
10:42:49,10:47:24,ORIGINAL_2min,NIFTY2610626100CE,CE,26100,102.4,96.65,102.4,-431.25,-5.62,10007.5,STOP_LOSS
10:48:33,11:18:48,ORIGINAL_2min,NIFTY2610626100CE,CE,26100,93.5,97.45,99.85,296.25,4.22,10303.75,TIME_EXIT
11:19:54,11:24:38,ORIGINAL_2min,NIFTY2610626100CE,CE,26100,98.1,91.35,98.1,-506.25,-6.88,9797.5,STOP_LOSS
11:36:07,12:06:12,ORIGINAL_2min,NIFTY2610626100CE,CE,26100,97.9,104.65,104.8,506.25,6.89,10303.75,TIME_EXIT
12:07:13,12:13:26,ORIGINAL_2min,NIFTY2610626100CE,CE,26100,105,116,116,825,10.48,11128.75,TARGET
12:14:28,12:43:48,ORIGINAL_2min,NIFTY2610626100CE,CE,26100,115,125,125,750,8.7,11878.75,TARGET
13:17:44,13:37:26,ORIGINAL_2min,NIFTY2610626150CE,CE,26150,121.05,115.9,128.75,-386.25,-4.25,11492.5,STOP_LOSS
13:42:29,13:58:19,ORIGINAL_2min,NIFTY2610626150CE,CE,26150,122.85,133.5,133.5,798.75,8.67,12291.25,TARGET
13:59:24,14:00:10,ORIGINAL_2min,NIFTY2610626200CE,CE,26200,105.95,100.3,105.95,-423.75,-5.33,11867.5,STOP_LOSS
14:01:15,14:02:20,ORIGINAL_2min,NIFTY2610626150CE,CE,26150,128.65,122.45,128.65,-465.0,-4.82,11402.5,STOP_LOSS
14:03:26,14:17:44,ORIGINAL_2min,NIFTY2610626150CE,CE,26150,128.1,121.8,130.55,-472.5,-4.92,10930.0,STOP_LOSS
14:19:28,14:49:31,ORIGINAL_2min,NIFTY2610626150CE,CE,26150,123.45,125,129.8,116.25,1.26,11046.25,TIME_EXIT
14:50:33,15:00:38,ORIGINAL_2min,NIFTY2610626200CE,CE,26200,97.05,90.45,98.5,-495.0,-6.8,10551.25,STOP_LOSS
