Timestamp,Strategy,Spot,RSI,RSI_Ready,VWAP,ATM_Strike,PCR,CE_Price,PE_Price,CE_OI,PE_OI,CE_Delta,PE_Delta,Status,PnL,Reason
09:29:50,STRATEGY_C_3min,26018.4,50,False,26160.67,26000,0.76,144.15,77.85,170696,148607,0.5991,-0.4009,IN_POSITION_CE,-26.25,Monitoring @ Rs.114.55
09:30:03,STRATEGY_C_3min,26018.8,50,False,26161.74,26000,0.76,145.05,76.75,170696,148607,0.6005,-0.3995,IN_POSITION_CE,22.5,Monitoring @ Rs.115.20
09:30:17,STRATEGY_C_3min,26019.15,50,False,26161.9,26000,0.76,144.5,77.25,170696,148607,0.6021,-0.3979,IN_POSITION_CE,-26.25,Monitoring @ Rs.114.55
09:30:30,STRATEGY_C_3min,26017.3,50,False,26162.11,26000,0.78,143.25,77.25,182165,156786,0.6017,-0.3983,IN_POSITION_CE,-101.25,Monitoring @ Rs.113.55
09:30:43,STRATEGY_C_3min,26011.25,50,False,26162.23,26000,0.78,139.4,80,182165,156786,0.6001,-0.3999,IN_POSITION_CE,-330.0,Monitoring @ Rs.110.50
09:30:59,STRATEGY_C_3min,26011.35,50,False,26162.29,26000,0.78,140.35,79.45,182165,156786,0.5976,-0.4024,IN_POSITION_CE,-285.0,Monitoring @ Rs.111.10
09:31:13,STRATEGY_C_3min,26017.25,50,False,26162.46,26000,0.78,143,77.25,182165,156786,0.593,-0.407,IN_POSITION_CE,-108.75,Monitoring @ Rs.113.45
09:31:28,STRATEGY_C_3min,26020.05,50,False,26162.64,26000,0.78,142.95,76.7,182165,156786,0.5981,-0.4019,IN_POSITION_CE,-93.75,Monitoring @ Rs.113.65
09:31:42,STRATEGY_C_3min,26021.65,50,False,26163.15,26000,0.78,145.55,75.15,182165,156786,0.5992,-0.4008,IN_POSITION_CE,26.25,Monitoring @ Rs.115.25
09:54:08,STRATEGY_C_3min,25982.2,40,True,26160.85,26000,0.76,120.85,88.2,222079,179726,0.5555,-0.4445,SCANNING,-1496.25,Waiting for entry
09:54:24,STRATEGY_C_3min,25982.8,40,True,26160.85,26000,0.76,121.6,88.55,222079,179726,0.554,-0.446,SCANNING,-1496.25,Waiting for entry
09:54:40,STRATEGY_C_3min,25985.2,41,True,26160.83,26000,0.76,122.3,86.8,225861,184481,0.5544,-0.4456,SCANNING,-1496.25,Waiting for entry
09:54:54,STRATEGY_C_3min,25984.45,41,True,26160.82,26000,0.76,121.65,86.65,225861,184481,0.5574,-0.4426,SCANNING,-1496.25,Waiting for entry
09:55:12,STRATEGY_C_3min,25984.15,41,True,26160.81,26000,0.76,121.8,87.25,225861,184481,0.5552,-0.4448,SCANNING,-1496.25,Waiting for entry
09:55:26,STRATEGY_C_3min,25981.95,40,True,26160.8,26000,0.76,120.6,88.6,225861,184481,0.556,-0.444,SCANNING,-1496.25,Waiting for entry
09:55:41,STRATEGY_C_3min,25980.4,39,True,26160.79,26000,0.76,119.95,88.95,225861,184481,0.5503,-0.4497,SCANNING,-1496.25,Waiting for entry
09:55:55,STRATEGY_C_3min,25981.65,39,True,26160.75,26000,0.76,121.4,87.8,225861,184481,0.5508,-0.4492,SCANNING,-1496.25,Waiting for entry
09:56:08,STRATEGY_C_3min,25981.1,39,True,26160.74,26000,0.76,120.15,88.85,225861,184481,0.553,-0.447,SCANNING,-1496.25,Waiting for entry
09:56:21,STRATEGY_C_3min,25979.55,39,True,26160.73,26000,0.76,119.2,89.7,225861,184481,0.552,-0.448,SCANNING,-1496.25,Waiting for entry
09:56:36,STRATEGY_C_3min,25980.8,39,True,26160.72,26000,0.76,119.9,89.3,225861,184481,0.5496,-0.4504,SCANNING,-1496.25,Waiting for entry
09:56:53,STRATEGY_C_3min,25982.35,40,True,26160.72,26000,0.76,123.25,85.75,225861,184481,0.5494,-0.4506,SCANNING,-1496.25,Waiting for entry
09:57:07,STRATEGY_C_3min,25987.0,43,True,26160.71,26000,0.76,122.65,86.2,225861,184481,0.5532,-0.4468,SCANNING,-1496.25,Waiting for entry
09:57:21,STRATEGY_C_3min,25982.85,40,True,26160.69,26000,0.76,120.2,88,225861,184481,0.5581,-0.4419,SCANNING,-1496.25,Waiting for entry
09:57:36,STRATEGY_C_3min,25979.9,39,True,26160.36,26000,0.76,119.6,88.85,225861,184481,0.55,-0.45,SCANNING,-1496.25,Waiting for entry
09:57:50,STRATEGY_C_3min,25982.25,40,True,26160.36,26000,0.76,120.65,87.95,226256,187320,0.548,-0.452,SCANNING,-1496.25,Waiting for entry
09:58:04,STRATEGY_C_3min,25984.55,41,True,26160.3,26000,0.76,122.65,86.2,226256,187320,0.5515,-0.4485,SCANNING,-1496.25,Waiting for entry
09:58:21,STRATEGY_C_3min,25984.25,41,True,26160.26,26000,0.76,124.25,83.55,226256,187320,0.5582,-0.4418,SCANNING,-1496.25,Waiting for entry
09:58:37,STRATEGY_C_3min,25990.3,45,True,26160.36,26000,0.76,126.75,81.8,226256,187320,0.5591,-0.4409,SCANNING,-1496.25,Waiting for entry
09:58:51,STRATEGY_C_3min,25994.7,48,True,26160.43,26000,0.76,128.5,80.55,226256,187320,0.5646,-0.4354,SCANNING,-1496.25,Waiting for entry
09:59:06,STRATEGY_C_3min,25994.35,47,True,26160.38,26000,0.76,127.95,80.9,226256,187320,0.5778,-0.4222,SCANNING,-1496.25,Waiting for entry
09:59:21,STRATEGY_C_3min,25994.4,47,True,26160.37,26000,0.76,127.35,81.45,226256,187320,0.578,-0.422,SCANNING,-1496.25,Waiting for entry
09:59:35,STRATEGY_C_3min,25990.75,45,True,26160.48,26000,0.76,127.65,81.75,226256,187320,0.5745,-0.4255,SCANNING,-1496.25,Waiting for entry
09:59:50,STRATEGY_C_3min,25987.2,43,True,26160.29,26000,0.76,123.75,84.85,226256,187320,0.5725,-0.4275,SCANNING,-1496.25,Waiting for entry
10:00:05,STRATEGY_C_3min,25987.4,43,True,26160.26,26000,0.76,124.45,83.9,226256,187320,0.5643,-0.4357,SCANNING,-1496.25,Waiting for entry
10:00:20,STRATEGY_C_3min,25983.8,41,True,26160.26,26000,0.76,119.8,87.6,226256,187320,0.5627,-0.4373,SCANNING,-1496.25,Waiting for entry
10:00:56,STRATEGY_C_3min,25979.6,39,True,26160.2,26000,0.76,118.05,88.65,225518,183840,0.5467,-0.4533,IN_POSITION_PE,0.0,Monitoring @ Rs.88.65
10:01:10,STRATEGY_C_3min,25980.7,39,True,26160.2,26000,0.76,118.5,88.75,225518,183840,0.547,-0.453,IN_POSITION_PE,7.5,Monitoring @ Rs.88.75
10:01:26,STRATEGY_C_3min,25981.1,40,True,26160.19,26000,0.76,118.75,88.15,225518,183840,0.5465,-0.4535,IN_POSITION_PE,-37.5,Monitoring @ Rs.88.15
10:01:43,STRATEGY_C_3min,25980.05,39,True,26160.19,26000,0.76,118.1,88.75,225518,183840,0.5467,-0.4533,IN_POSITION_PE,7.5,Monitoring @ Rs.88.75
10:01:57,STRATEGY_C_3min,25979.05,39,True,26160.17,26000,0.76,117.95,88.3,225518,183840,0.5467,-0.4533,IN_POSITION_PE,-26.25,Monitoring @ Rs.88.30
10:02:11,STRATEGY_C_3min,25986.05,42,True,26160.17,26000,0.76,121.55,85.05,225518,183840,0.5479,-0.4521,IN_POSITION_PE,-270.0,Monitoring @ Rs.85.05
