Timestamp,Strategy,Spot,RSI,RSI_Ready,VWAP,ATM_Strike,PCR,CE_Price,PE_Price,CE_OI,PE_OI,CE_Delta,PE_Delta,Status,PnL,Reason
09:29:50,ORIGINAL_1min,26019.15,59,True,26162.65,26000,0.76,144.55,77.3,170696,148607,0.5991,-0.4009,IN_POSITION_CE,93.75,Monitoring @ Rs.115.50
09:30:03,ORIGINAL_1min,26016.3,57,True,26162.72,26000,0.76,144.8,76.95,170696,148607,0.6005,-0.3995,IN_POSITION_CE,60.0,Monitoring @ Rs.115.05
09:30:17,ORIGINAL_1min,26018.05,59,True,26163.71,26000,0.76,144.25,77.65,170696,148607,0.5949,-0.4051,IN_POSITION_CE,22.5,Monitoring @ Rs.114.55
09:30:30,ORIGINAL_1min,26019.65,60,True,26163.74,26000,0.76,143.9,77.4,170696,148607,0.6021,-0.3979,IN_POSITION_CE,11.25,Monitoring @ Rs.114.40
09:30:43,ORIGINAL_1min,26012.1,53,True,26163.96,26000,0.78,140.3,79.55,182165,156786,0.6001,-0.3999,IN_POSITION_CE,-251.25,Monitoring @ Rs.110.90
09:30:59,ORIGINAL_1min,26012.45,53,True,26164.09,26000,0.78,141.6,78.4,182165,156786,0.5976,-0.4024,IN_POSITION_CE,-153.75,Monitoring @ Rs.112.20
09:31:13,ORIGINAL_1min,26014.25,55,True,26164.15,26000,0.78,142.5,77.45,182165,156786,0.5896,-0.4104,IN_POSITION_CE,-78.75,Monitoring @ Rs.113.20
09:31:28,ORIGINAL_1min,26017.05,57,True,26164.27,26000,0.78,143.15,77,182165,156786,0.5981,-0.4019,IN_POSITION_CE,-41.25,Monitoring @ Rs.113.70
09:31:42,ORIGINAL_1min,26022.15,61,True,26164.45,26000,0.78,145.8,75.05,182165,156786,0.5992,-0.4008,IN_POSITION_CE,120.0,Monitoring @ Rs.115.85
09:31:56,ORIGINAL_1min,26020.05,59,True,26164.71,26000,0.78,144.45,76.15,182165,156786,0.605,-0.395,IN_POSITION_CE,0.0,Monitoring @ Rs.114.25
09:32:10,ORIGINAL_1min,26019.55,58,True,26164.87,26000,0.78,143.25,77.1,182165,156786,0.6021,-0.3979,IN_POSITION_CE,-67.5,Monitoring @ Rs.113.35
09:32:25,ORIGINAL_1min,26014.85,54,True,26164.98,26000,0.78,141.2,78.1,182165,156786,0.6008,-0.3992,IN_POSITION_CE,-165.0,Monitoring @ Rs.112.05
09:32:37,ORIGINAL_1min,26012.15,52,True,26165.0,26000,0.78,140,78.5,182165,156786,0.5975,-0.4025,IN_POSITION_CE,-243.75,Monitoring @ Rs.111.00
09:32:53,ORIGINAL_1min,26015.35,54,True,26165.1,26000,0.78,141.4,78.05,182165,156786,0.5934,-0.4066,IN_POSITION_CE,-183.75,Monitoring @ Rs.111.80
09:33:06,ORIGINAL_1min,26013.9,53,True,26165.11,26000,0.78,139.55,78.7,182165,156786,0.5969,-0.4031,IN_POSITION_CE,-258.75,Monitoring @ Rs.110.80
09:33:30,ORIGINAL_1min,26012.7,52,True,26165.24,26000,0.78,138,79.9,182165,156786,0.5864,-0.4136,SCANNING,-446.25,Waiting for entry
09:33:41,ORIGINAL_1min,26012.65,52,True,26165.29,26000,0.8,138.7,79.5,183091,167726,0.5864,-0.4136,SCANNING,-446.25,Waiting for entry
09:33:56,ORIGINAL_1min,26013.1,53,True,26165.3,26000,0.8,139.3,78.55,183091,167726,0.5878,-0.4122,SCANNING,-446.25,Waiting for entry
09:34:10,ORIGINAL_1min,26012.5,52,True,26165.47,26000,0.8,138.75,79.1,183091,167726,0.588,-0.412,SCANNING,-446.25,Waiting for entry
09:34:24,ORIGINAL_1min,26011.9,51,True,26165.5,26000,0.8,137.2,80.25,183091,167726,0.5888,-0.4112,SCANNING,-446.25,Waiting for entry
09:34:38,ORIGINAL_1min,26009.75,50,True,26165.48,26000,0.8,132.85,81.55,183091,167726,0.5862,-0.4138,SCANNING,-446.25,Waiting for entry
09:34:50,ORIGINAL_1min,26005.8,46,True,26165.45,26000,0.8,132.6,83.05,183091,167726,0.5872,-0.4128,SCANNING,-446.25,Waiting for entry
09:35:03,ORIGINAL_1min,26004.8,46,True,26165.42,26000,0.8,130.15,84.15,183091,167726,0.5803,-0.4197,SCANNING,-446.25,Waiting for entry
09:35:31,ORIGINAL_1min,25998.0,41,True,26165.34,26000,0.8,126.1,88.55,183091,167726,0.5637,-0.4363,IN_POSITION_PE,131.25,Monitoring @ Rs.88.55
09:35:44,ORIGINAL_1min,25996.2,40,True,26165.23,26000,0.8,126.6,88.6,183091,167726,0.5607,-0.4393,IN_POSITION_PE,135.0,Monitoring @ Rs.88.60
09:35:59,ORIGINAL_1min,25996.45,40,True,26165.14,26000,0.8,126.25,88.95,183091,167726,0.5605,-0.4395,IN_POSITION_PE,161.25,Monitoring @ Rs.88.95
09:36:12,ORIGINAL_1min,25998.8,42,True,26164.92,26000,0.8,127.6,87.8,183091,167726,0.5586,-0.4414,IN_POSITION_PE,75.0,Monitoring @ Rs.87.80
09:36:26,ORIGINAL_1min,26000.5,44,True,26164.94,26000,0.8,130.9,85.35,183091,167726,0.5606,-0.4394,IN_POSITION_PE,-108.75,Monitoring @ Rs.85.35
09:36:42,ORIGINAL_1min,26000.15,43,True,26164.86,26000,0.8,128.7,86.95,185101,172845,0.5697,-0.4303,IN_POSITION_PE,11.25,Monitoring @ Rs.86.95
09:36:57,ORIGINAL_1min,25999.85,43,True,26164.87,26000,0.8,131.75,84.2,185101,172845,0.5701,-0.4299,IN_POSITION_PE,-195.0,Monitoring @ Rs.84.20
09:37:14,ORIGINAL_1min,26001.25,44,True,26164.86,26000,0.8,133,82.6,185101,172845,0.5738,-0.4262,IN_POSITION_PE,-315.0,Monitoring @ Rs.82.60
