Entry_Time,Exit_Time,Symbol,Type,Entry_Price,Exit_Price,Max_Price,PnL,Balance,Exit_Reason
09:34:57,09:43:03,NIFTY25DEC26100PE,PE,65.55,76.6,76.6,828.75,10828.75,TARGET
09:43:10,09:50:06,NIFTY25DEC26100PE,PE,76.3,71,77.05,-397.5,10431.25,STOP_LOSS
09:50:14,09:53:04,NIFTY25DEC26100PE,PE,72.15,84,84,888.75,11320.0,TARGET
09:54:24,09:59:25,NIFTY25DEC26100PE,PE,79.55,74.5,80.7,-378.75,9621.25,STOP_LOSS
09:59:33,10:29:39,NIFTY25DEC26100PE,PE,73.2,69.45,79.8,-281.25,9340.0,TIME_EXIT
10:29:46,10:40:40,NIFTY25DEC26100PE,PE,69.15,68.45,72.2,-52.5,9287.5,MANUAL_EXIT
