Entry_Time,Exit_Time,Strategy,Symbol,Type,Strike,Entry_Price,Exit_Price,Max_Price,PnL,PnL_Pct,Balance,Exit_Reason
10:54:24,10:54:33,STRATEGY_A,NIFTY2610625900PE,PE,25900,86,181.7,181.7,7177.5,111.28,17177.5,TARGET
10:55:39,11:02:26,STRATEGY_A,NIFTY2610625950PE,PE,25950,107.6,105.85,107.6,-131.25,-1.63,17046.25,MANUAL_EXIT
