commission_profile,target_min,threshold,sl_frac,tp_frac,trades,wins,precision,trades_per_day,avg_pnl,total_pnl
current_broker,1,0.5,,,218641,9119,0.04170763946377852,100.98891454965359,-80697.33489635527,-2222888787.055002
current_broker,1,0.5,,0.0006,218641,9119,0.04170763946377852,100.98891454965359,-92317.53697360793,-2542978873.475004
current_broker,1,0.5,,0.001,218641,9119,0.04170763946377852,100.98891454965359,-84494.78563330437,-2327493365.055002
current_broker,1,0.5,0.0003,,218641,9119,0.04170763946377852,100.98891454965359,-47800.15433837948,-1316703051.4050012
current_broker,1,0.5,0.0003,0.0006,218641,9119,0.04170763946377852,100.98891454965359,-59420.356415632144,-1636793137.8250031
current_broker,1,0.5,0.0003,0.001,218641,9119,0.04170763946377852,100.98891454965359,-51597.60507532858,-1421307629.4050012
current_broker,1,0.5,0.0005,,218641,9119,0.04170763946377852,100.98891454965359,-63458.1666849998,-1748018659.5050044
current_broker,1,0.5,0.0005,0.0006,218641,9119,0.04170763946377852,100.98891454965359,-75078.36876225246,-2068108745.9250064
current_broker,1,0.5,0.0005,0.001,218641,9119,0.04170763946377852,100.98891454965359,-67255.6174219489,-1852623237.5050046
current_broker,1,0.52,,,118927,5254,0.044178361515887894,54.93163972286374,-80065.17197353784,-1294974091.500001
current_broker,1,0.52,,0.0006,118927,5254,0.044178361515887894,54.93163972286374,-90747.91668480283,-1467756804.460001
current_broker,1,0.52,,0.001,118927,5254,0.044178361515887894,54.93163972286374,-83655.6251267467,-1353046080.8000011
current_broker,1,0.52,0.0003,,118927,5254,0.044178361515887894,54.93163972286374,-50127.628200198,-810764258.5100025
current_broker,1,0.52,0.0003,0.0006,118927,5254,0.044178361515887894,54.93163972286374,-60810.37291146299,-983546971.4700024
current_broker,1,0.52,0.0003,0.001,118927,5254,0.044178361515887894,54.93163972286374,-53718.08135340687,-868836247.8100028
current_broker,1,0.52,0.0005,,118927,5254,0.044178361515887894,54.93163972286374,-65112.36524669239,-1053127395.5000027
current_broker,1,0.52,0.0005,0.0006,118927,5254,0.044178361515887894,54.93163972286374,-75795.1099579574,-1225910108.460003
current_broker,1,0.52,0.0005,0.001,118927,5254,0.044178361515887894,54.93163972286374,-68702.81839990127,-1111199384.800003
current_broker,1,0.54,,,57818,2939,0.05083192085509703,26.70577367205543,-78638.4173420094,-713014530.0399992
current_broker,1,0.54,,0.0006,57818,2939,0.05083192085509703,26.70577367205543,-88387.26418881657,-801407324.3999999
current_broker,1,0.54,,0.001,57818,2939,0.05083192085509703,26.70577367205543,-81761.66196536888,-741332989.0399996
current_broker,1,0.54,0.0003,,57818,2939,0.05083192085509703,26.70577367205543,-50418.32375317094,-457142941.4700009
current_broker,1,0.54,0.0003,0.0006,57818,2939,0.05083192085509703,26.70577367205543,-60167.170599978104,-545535735.8300015
current_broker,1,0.54,0.0003,0.001,57818,2939,0.05083192085509703,26.70577367205543,-53541.568376530406,-485461400.47000116
current_broker,1,0.54,0.0005,,57818,2939,0.05083192085509703,26.70577367205543,-64587.29773243633,-585613028.5400002
current_broker,1,0.54,0.0005,0.0006,57818,2939,0.05083192085509703,26.70577367205543,-74336.1445792435,-674005822.9000008
current_broker,1,0.54,0.0005,0.001,57818,2939,0.05083192085509703,26.70577367205543,-67710.5423557958,-613931487.5400004
current_broker,1,0.56,,,24095,1616,0.0670678564017431,11.129330254041571,-75063.35419491479,-372013983.3899977
current_broker,1,0.56,,0.0006,24095,1616,0.0670678564017431,11.129330254041571,-83370.7750948342,-413185561.3699983
current_broker,1,0.56,,0.001,24095,1616,0.0670678564017431,11.129330254041571,-77250.30149112146,-382852494.189998
current_broker,1,0.56,0.0003,,24095,1616,0.0670678564017431,11.129330254041571,-49947.727039951315,-247540935.20999873
current_broker,1,0.56,0.0003,0.0006,24095,1616,0.0670678564017431,11.129330254041571,-58255.147939870716,-288712513.1899993
current_broker,1,0.56,0.0003,0.001,24095,1616,0.0670678564017431,11.129330254041571,-52134.67433615798,-258379446.00999895
current_broker,1,0.56,0.0005,,24095,1616,0.0670678564017431,11.129330254041571,-62863.23257465652,-311550180.6399977
current_broker,1,0.56,0.0005,0.0006,24095,1616,0.0670678564017431,11.129330254041571,-71170.65347457593,-352721758.6199983
current_broker,1,0.56,0.0005,0.001,24095,1616,0.0670678564017431,11.129330254041571,-65050.179870863176,-322388691.4399979
current_broker,1,0.58,,,8843,882,0.09973990727128802,4.084526558891455,-73633.95189903847,-199106205.935
current_broker,1,0.58,,0.0006,8843,882,0.09973990727128802,4.084526558891455,-80441.57997596145,-217514032.25499976
current_broker,1,0.58,,0.001,8843,882,0.09973990727128802,4.084526558891455,-75037.21007211537,-202900616.03499997
current_broker,1,0.58,0.0003,,8843,882,0.09973990727128802,4.084526558891455,-49303.195312500065,-133315840.12500018
current_broker,1,0.58,0.0003,0.0006,8843,882,0.09973990727128802,4.084526558891455,-56110.82338942305,-151723666.44499993
current_broker,1,0.58,0.0003,0.001,8843,882,0.09973990727128802,4.084526558891455,-50706.453485576974,-137110250.22500014
current_broker,1,0.58,0.0005,,8843,882,0.09973990727128802,4.084526558891455,-61515.70286057688,-166338460.53499988
