timestamp,y_pred,entry,exit,points_raw,slippage_points,cost_rupees,pnl_rupees
2021-01-01 09:53:00,0.5927738037894335,14026.9,14024.55,-2.350000000000364,2.7794959216255437,42.779495921625546,-45.12949592162591
2021-01-01 09:55:00,0.5938264355165731,14027.85,14031.0,3.149999999999636,2.7794959216255437,42.779495921625546,-39.62949592162591
2021-01-01 09:58:00,0.6050339015259736,14032.35,14032.5,0.1499999999996362,2.7794959216255437,42.779495921625546,-42.62949592162591
2021-01-01 09:59:00,0.6337659159681782,14032.5,14027.4,-5.100000000000364,2.7794959216255437,42.779495921625546,-47.87949592162591
2021-01-01 10:00:00,0.6579724832624793,14027.4,14027.35,-0.049999999999272404,2.7794959216255437,42.779495921625546,-42.82949592162482
2021-01-04 09:58:00,0.6230881230358672,14101.3,14101.75,0.4500000000007276,2.7794959216255437,42.779495921625546,-42.32949592162482
2021-01-04 09:59:00,0.6380935545394343,14101.75,14103.4,1.6499999999996362,2.7794959216255437,42.779495921625546,-41.12949592162591
2021-01-04 10:00:00,0.6593340508173696,14103.4,14103.25,-0.1499999999996362,2.7794959216255437,42.779495921625546,-42.92949592162518
2021-01-05 09:51:00,0.6213039344488818,14097.0,14096.3,-0.7000000000007276,2.7794959216255437,42.779495921625546,-43.479495921626274
2021-01-05 09:58:00,0.6095878009410474,14088.4,14084.15,-4.25,2.7794959216255437,42.779495921625546,-47.029495921625546
2021-01-05 09:59:00,0.6148053656631081,14084.15,14085.15,1.0,2.7794959216255437,42.779495921625546,-41.779495921625546
2021-01-05 10:00:00,0.6073276516837276,14085.15,14080.95,-4.199999999998909,2.7794959216255437,42.779495921625546,-46.979495921624455
2021-01-06 09:51:00,0.5985956897698596,14220.55,14220.65,0.1000000000003638,2.7794959216255437,42.779495921625546,-42.67949592162518
2021-01-06 10:00:00,0.612483131558199,14219.35,14217.6,-1.75,2.7794959216255437,42.779495921625546,-44.529495921625546
2021-01-07 09:52:00,0.6024761713865056,14233.7,14226.25,-7.450000000000728,2.7794959216255437,42.779495921625546,-50.229495921626274
