Timestamp,Spot,RSI,RSI_Ready,VWAP,ATM_Strike,PCR,CE_Price,PE_Price,CE_OI,PE_OI,CE_Delta,PE_Delta,Status,PnL,Reason
09:29:10,26176.35,52,True,26317.06,26200,1.22,84.45,93.6,185586,109774,0.4809,-0.5191,SCANNING_NEUTRAL_FULL,0,Waiting for entry (FULL mode)
09:29:17,26178.25,53,True,26317.04,26200,1.22,84.4,94.05,185586,109774,0.4809,-0.5191,SCANNING_NEUTRAL_FULL,0,Waiting for entry (FULL mode)
09:29:33,26181.4,55,True,26317.04,26200,1.22,86.5,92.2,185586,109774,0.4923,-0.5077,IN_POSITION_CE@26200,-63.75,Monitoring @ Rs.86.50
09:29:40,26180.5,55,True,26317.03,26200,1.22,86.2,92.45,185586,109774,0.4881,-0.5119,IN_POSITION_CE@26200,-86.25,Monitoring @ Rs.86.20
09:29:48,26181.85,56,True,26317.07,26200,1.22,87.4,91.1,185586,109774,0.4881,-0.5119,IN_POSITION_CE@26200,3.75,Monitoring @ Rs.87.40
09:29:55,26186.55,58,True,26317.08,26200,1.22,88.6,89.45,185586,109774,0.5005,-0.4995,IN_POSITION_CE@26200,93.75,Monitoring @ Rs.88.60
09:30:02,26182.65,55,True,26317.21,26200,1.22,87.4,90.1,185586,109774,0.5005,-0.4995,IN_POSITION_CE@26200,3.75,Monitoring @ Rs.87.40
09:30:10,26180.1,53,True,26317.19,26200,1.22,85.85,91.45,185586,109774,0.5005,-0.4995,IN_POSITION_CE@26200,-112.5,Monitoring @ Rs.85.85
09:30:17,26178.75,52,True,26317.19,26200,1.22,85.1,92.2,185586,109774,0.4957,-0.5043,IN_POSITION_CE@26200,-168.75,Monitoring @ Rs.85.10
09:30:24,26178.85,52,True,26317.19,26200,1.22,85.1,92.1,185586,109774,0.4957,-0.5043,IN_POSITION_CE@26200,-168.75,Monitoring @ Rs.85.10
09:30:31,26179.6,53,True,26317.17,26200,1.22,85.8,91.5,185586,109774,0.4894,-0.5106,IN_POSITION_CE@26200,-116.25,Monitoring @ Rs.85.80
09:30:38,26183.8,56,True,26317.13,26200,1.22,86.95,89.85,185586,109774,0.4894,-0.5106,IN_POSITION_CE@26200,-30.0,Monitoring @ Rs.86.95
09:30:46,26181.85,55,True,26317.23,26200,1.22,86.85,90.05,185586,109774,0.4894,-0.5106,IN_POSITION_CE@26200,-37.5,Monitoring @ Rs.86.85
