Entry_Time,Exit_Time,Strategy,Symbol,Type,Strike,Entry_Price,Exit_Price,Max_Price,PnL,PnL_Pct,Balance,Exit_Reason
10:54:40,10:54:47,STRATEGY_B,NIFTY2610625900PE,PE,25900,85.7,182.0,182.0,7222.5,112.37,17222.5,TARGET
11:00:08,11:02:26,STRATEGY_B,NIFTY2610625950PE,PE,25950,105.9,105.85,107,-3.75,-0.05,17218.75,MANUAL_EXIT
