option_type,strike,entry_time,entry_price,entry_spot,entry_fut,exit_time,exit_price,exit_reason,pnl_points,pnl_rupees_gross,transaction_cost,pnl_rupees,hold_minutes,is_winner,peak_price,expiry,exit_slippage,signal_time,entry_delay,capital_after
CE,25950,2025-11-25 11:51:00,49.55,25971.3,25968.8,2025-11-25 11:58:00,66.7,TARGET,17.15,1286.25,42.5,1243.75,7.0,True,70.1,2025-11-25,-0.5,2025-11-25 11:50:00,60.0,13216.63
PE,26250,2025-11-27 09:40:00,112.25,26234.05,26416.2,2025-11-27 09:45:00,111.85,TRAILING_STOP,-0.4,-30.0,44.19,-74.19,5.0,False,117.5,2025-12-02,-0.75,2025-11-27 09:39:00,60.0,13142.439999999999
CE,26300,2025-11-27 09:53:00,119.45,26264.7,26444.0,2025-11-27 09:55:00,119.55,STOP_LOSS,0.1,7.5,44.48,-36.98,2.0,False,119.45,2025-12-02,-1.0,2025-11-27 09:52:00,60.0,13105.46
PE,26250,2025-11-27 10:28:00,94.8,26272.0,26446.9,2025-11-27 10:30:00,91.7,STOP_LOSS,-3.1,-232.5,43.44,-275.94,2.0,False,94.8,2025-12-02,-1.0,2025-11-27 10:27:00,60.0,12829.519999999999
PE,26300,2025-11-27 11:22:00,115.05,26277.3,26453.4,2025-11-27 11:35:00,114.2,TRAILING_STOP,-0.85,-63.75,44.28,-108.03,13.0,False,122.25,2025-12-02,-0.75,2025-11-27 11:21:00,60.0,12721.489999999998
PE,26200,2025-11-28 09:24:00,85.1,26215.45,26391.6,2025-11-28 09:28:00,74.25,STOP_LOSS,-10.85,-813.75,42.78,-856.53,4.0,False,87.05,2025-12-02,-1.0,2025-11-28 09:23:00,60.0,11864.959999999997
PE,26200,2025-11-28 09:38:00,85.55,26206.25,26390.1,2025-11-28 09:42:00,70.5,STOP_LOSS,-15.05,-1128.75,42.64,-1171.39,4.0,False,85.55,2025-12-02,-1.0,2025-11-28 09:37:00,60.0,10693.569999999998
CE,26300,2025-12-01 09:31:00,82.6,26287.15,26461.8,2025-12-01 09:43:00,75.2,TRAILING_STOP,-7.4,-555.0,42.82,-597.82,12.0,False,87.5,2025-12-02,-0.75,2025-12-01 09:30:00,60.0,10095.749999999998
CE,26300,2025-12-01 10:34:00,72.3,26277.85,26450.0,2025-12-01 10:39:00,59.65,STOP_LOSS,-12.65,-948.75,42.24,-990.99,5.0,False,72.3,2025-12-02,-1.0,2025-12-01 10:33:00,60.0,9104.759999999998
PE,26150,2025-12-02 09:30:00,64.35,26122.1,26283.5,2025-12-02 09:33:00,58.15,STOP_LOSS,-6.2,-465.0,42.18,-507.18,3.0,False,64.35,2025-12-02,-1.0,2025-12-02 09:29:00,60.0,8597.579999999998
CE,26100,2025-12-02 10:52:00,46.25,26098.15,26264.9,2025-12-02 10:58:00,39.6,STOP_LOSS,-6.65,-498.75,41.48,-540.23,6.0,False,46.25,2025-12-02,-1.0,2025-12-02 10:51:00,60.0,8057.3499999999985
PE,26000,2025-12-03 09:21:00,106.5,26018.0,26171.5,2025-12-03 09:24:00,106.95,STOP_LOSS,0.45,33.75,44.01,-10.26,3.0,False,106.5,2025-12-09,-1.0,2025-12-03 09:20:00,60.0,8047.089999999998
CE,26000,2025-12-03 12:05:00,121.8,25945.55,26093.1,2025-12-03 12:16:00,123.9,TRAILING_STOP,2.1,157.5,44.65,112.85,11.0,True,127.55,2025-12-09,-0.75,2025-12-03 12:04:00,60.0,8159.939999999999
PE,25950,2025-12-03 12:32:00,110.85,25945.45,26100.0,2025-12-03 12:38:00,113.4,TRAILING_STOP,2.55,191.25,44.25,147.0,6.0,True,116.35,2025-12-09,-0.75,2025-12-03 12:31:00,60.0,8306.939999999999
CE,26000,2025-12-03 13:30:00,120.6,25946.2,26096.5,2025-12-03 13:40:00,115.75,STOP_LOSS,-4.85,-363.75,44.34,-408.09,10.0,False,120.6,2025-12-09,-1.0,2025-12-03 13:29:00,60.0,7898.8499999999985
CE,26000,2025-12-03 14:13:00,120.3,25949.7,26104.5,2025-12-03 14:16:00,112.75,STOP_LOSS,-7.55,-566.25,44.23,-610.48,3.0,False,120.7,2025-12-09,-1.0,2025-12-03 14:12:00,60.0,7288.369999999999
CE,26000,2025-12-03 14:23:00,124.95,25955.2,26109.3,2025-12-03 14:26:00,114.85,STOP_LOSS,-10.1,-757.5,44.31,-801.81,3.0,False,124.95,2025-12-09,-1.0,2025-12-03 14:22:00,60.0,6486.5599999999995
CE,26050,2025-12-04 12:06:00,114.1,26035.45,26174.0,2025-12-04 12:10:00,110.15,TRAILING_STOP,-3.95,-296.25,44.13,-340.38,4.0,False,118.2,2025-12-09,-0.75,2025-12-04 12:05:00,60.0,6146.179999999999
CE,26050,2025-12-04 14:53:00,107.75,26026.35,26163.3,2025-12-04 15:01:00,118.85,TARGET,11.1,832.5,44.46,788.04,8.0,True,120.55,2025-12-09,-0.5,2025-12-04 14:52:00,60.0,6934.219999999999
PE,26050,2025-12-05 09:24:00,94.75,26040.35,26180.0,2025-12-05 09:27:00,89.65,TRAILING_STOP,-5.1,-382.5,43.36,-425.86,3.0,False,99.0,2025-12-09,-0.75,2025-12-05 09:23:00,60.0,6508.36
PE,26050,2025-12-05 09:30:00,98.1,26030.45,26168.1,2025-12-05 09:34:00,84.65,STOP_LOSS,-13.45,-1008.75,43.17,-1051.92,4.0,False,98.1,2025-12-09,-1.0,2025-12-05 09:29:00,60.0,5456.44
CE,26150,2025-12-08 09:21:00,90.45,26162.05,26311.1,2025-12-08 09:26:00,83.9,TRAILING_STOP,-6.55,-491.25,43.15,-534.4,5.0,False,96.2,2025-12-09,-0.75,2025-12-08 09:20:00,60.0,4922.04
CE,25800,2025-12-09 10:16:00,60.05,25804.8,25948.2,2025-12-09 10:18:00,75.8,STOP_LOSS,15.75,1181.25,42.84,1138.41,2.0,True,60.05,2025-12-09,-1.0,2025-12-09 10:15:00,60.0,6060.45
PE,25800,2025-12-09 10:34:00,50.35,25796.6,25926.0,2025-12-09 10:37:00,50.8,STOP_LOSS,0.45,33.75,41.91,-8.16,3.0,False,55.7,2025-12-09,-1.0,2025-12-09 10:33:00,60.0,6052.29
CE,25800,2025-12-09 10:40:00,58.15,25809.55,25933.0,2025-12-09 10:44:00,60.8,TRAILING_STOP,2.65,198.75,42.28,156.47,4.0,True,67.6,2025-12-09,-0.75,2025-12-09 10:39:00,60.0,6208.76
PE,25800,2025-12-09 10:47:00,47.45,25800.7,25932.1,2025-12-09 10:58:00,38.65,STOP_LOSS,-8.8,-660.0,41.45,-701.45,11.0,False,48.9,2025-12-09,-1.0,2025-12-09 10:46:00,60.0,5507.31
CE,25800,2025-12-09 14:41:00,44.7,25844.4,25964.5,2025-12-09 14:43:00,28.45,STOP_LOSS,-16.25,-1218.75,41.07,-1259.82,2.0,False,44.7,2025-12-09,-1.0,2025-12-09 14:40:00,60.0,4247.490000000001
CE,25800,2025-12-09 15:01:00,38.0,25835.9,25953.0,2025-12-09 15:03:00,41.3,TARGET,3.3,247.5,41.55,205.95,2.0,True,48.3,2025-12-09,-0.5,2025-12-09 15:00:00,60.0,4453.4400000000005
PE,25900,2025-12-09 15:10:00,71.8,25830.55,25948.0,2025-12-09 15:13:00,62.2,STOP_LOSS,-9.6,-720.0,42.33,-762.33,3.0,False,71.8,2025-12-09,-1.0,2025-12-09 15:09:00,60.0,3691.1100000000006
PE,25850,2025-12-10 09:21:00,110.6,25865.1,25970.0,2025-12-10 09:27:00,106.2,TRAILING_STOP,-4.4,-330.0,43.98,-373.98,6.0,False,119.2,2025-12-16,-0.75,2025-12-10 09:20:00,60.0,3317.1300000000006
PE,25900,2025-12-10 10:48:00,111.6,25900.9,26006.0,2025-12-10 10:53:00,130.9,TARGET,19.3,1447.5,44.91,1402.59,5.0,True,123.8,2025-12-16,-0.5,2025-12-10 10:47:00,60.0,4719.72
PE,25800,2025-12-11 09:36:00,120.65,25761.6,25882.6,2025-12-11 09:39:00,145.7,TARGET,25.05,1878.75,45.46,1833.29,3.0,True,141.05,2025-12-16,-0.5,2025-12-11 09:35:00,60.0,6553.01
CE,25800,2025-12-11 10:06:00,125.6,25771.15,25890.0,2025-12-11 10:15:00,153.95,TARGET,28.35,2126.25,45.77,2080.48,9.0,True,147.2,2025-12-16,-0.5,2025-12-11 10:05:00,60.0,8633.49
PE,26000,2025-12-12 09:59:00,77.85,26006.5,26119.9,2025-12-12 10:09:00,88.0,TARGET,10.15,761.25,43.3,717.95,10.0,True,93.85,2025-12-16,-0.5,2025-12-12 09:58:00,60.0,9351.44
CE,26000,2025-12-12 10:16:00,104.05,25999.55,26108.9,2025-12-12 10:22:00,87.55,TRAILING_STOP,-16.5,-1237.5,43.28,-1280.78,6.0,False,109.9,2025-12-16,-0.75,2025-12-12 10:15:00,60.0,8070.660000000001
PE,26000,2025-12-12 12:11:00,80.4,26003.1,26100.0,2025-12-12 12:14:00,72.4,STOP_LOSS,-8.0,-600.0,42.72,-642.72,3.0,False,80.4,2025-12-16,-1.0,2025-12-12 12:10:00,60.0,7427.9400000000005
CE,25950,2025-12-15 09:50:00,70.55,25939.85,26027.1,2025-12-15 09:56:00,67.1,STOP_LOSS,-3.45,-258.75,42.52,-301.27,6.0,False,71.9,2025-12-16,-1.0,2025-12-15 09:49:00,60.0,7126.67
PE,25950,2025-12-15 10:41:00,69.95,25954.15,26037.8,2025-12-15 10:43:00,59.35,STOP_LOSS,-10.6,-795.0,42.23,-837.23,2.0,False,69.95,2025-12-16,-1.0,2025-12-15 10:40:00,60.0,6289.4400000000005
CE,25950,2025-12-16 09:42:00,39.2,25929.7,26019.6,2025-12-16 09:56:00,33.6,STOP_LOSS,-5.6,-420.0,41.26,-461.26,14.0,False,40.8,2025-12-16,-1.0,2025-12-16 09:41:00,60.0,5828.18
CE,25900,2025-12-16 13:46:00,42.55,25923.65,26007.2,2025-12-16 13:51:00,39.45,STOP_LOSS,-3.1,-232.5,41.48,-273.98,5.0,False,43.7,2025-12-16,-1.0,2025-12-16 13:45:00,60.0,5554.200000000001
PE,25950,2025-12-16 13:59:00,52.65,25897.25,25980.0,2025-12-16 14:08:00,61.65,TARGET,9.0,675.0,42.31,632.69,9.0,True,63.35,2025-12-16,-0.5,2025-12-16 13:58:00,60.0,6186.890000000001
PE,25900,2025-12-17 09:31:00,106.15,25900.45,25974.9,2025-12-17 09:33:00,100.35,STOP_LOSS,-5.8,-435.0,43.76,-478.76,2.0,False,106.15,2025-12-23,-1.0,2025-12-17 09:30:00,60.0,5708.130000000001
PE,25900,2025-12-17 09:44:00,116.95,25880.2,25955.0,2025-12-17 09:53:00,128.95,TARGET,12.0,900.0,44.84,855.16,9.0,True,130.0,2025-12-23,-0.5,2025-12-17 09:43:00,60.0,6563.290000000001
PE,25800,2025-12-18 09:34:00,100.2,25785.3,25858.8,2025-12-18 09:37:00,98.1,TRAILING_STOP,-2.1,-157.5,43.68,-201.18,3.0,False,105.45,2025-12-23,-0.75,2025-12-18 09:33:00,60.0,6362.110000000001
CE,25800,2025-12-18 10:10:00,108.55,25769.25,25844.1,2025-12-18 10:13:00,121.5,TARGET,12.95,971.25,44.56,926.69,3.0,True,121.25,2025-12-23,-0.5,2025-12-18 10:09:00,60.0,7288.800000000001
PE,25850,2025-12-18 14:06:00,93.45,25828.75,25901.0,2025-12-18 14:12:00,104.65,TARGET,11.2,840.0,43.92,796.08,6.0,True,103.75,2025-12-23,-0.5,2025-12-18 14:05:00,60.0,8084.880000000001
PE,25950,2025-12-19 10:06:00,90.0,25934.6,25994.0,2025-12-19 10:09:00,79.7,STOP_LOSS,-10.3,-772.5,42.99,-815.49,3.0,False,90.0,2025-12-23,-1.0,2025-12-19 10:05:00,60.0,7269.390000000001
PE,25950,2025-12-19 10:12:00,88.5,25936.85,25996.7,2025-12-19 10:18:00,83.0,STOP_LOSS,-5.5,-412.5,43.11,-455.61,6.0,False,89.55,2025-12-23,-1.0,2025-12-19 10:11:00,60.0,6813.780000000002
CE,26100,2025-12-22 09:41:00,79.45,26116.3,26171.5,2025-12-22 09:49:00,74.85,TRAILING_STOP,-4.6,-345.0,42.81,-387.81,8.0,False,85.0,2025-12-23,-0.75,2025-12-22 09:40:00,60.0,6425.970000000001
CE,26150,2025-12-23 09:22:00,46.2,26153.95,26203.0,2025-12-23 09:26:00,40.1,STOP_LOSS,-6.1,-457.5,41.5,-499.0,4.0,False,47.55,2025-12-23,-1.0,2025-12-23 09:21:00,60.0,5926.970000000001
CE,26150,2025-12-23 09:57:00,46.45,26170.9,26213.3,2025-12-23 10:03:00,57.25,TARGET,10.8,810.0,42.15,767.85,6.0,True,58.5,2025-12-23,-0.5,2025-12-23 09:56:00,60.0,6694.8200000000015
PE,26200,2025-12-23 10:21:00,50.75,26165.55,26205.0,2025-12-23 10:30:00,50.05,TRAILING_STOP,-0.7,-52.5,41.88,-94.38,9.0,False,57.0,2025-12-23,-0.75,2025-12-23 10:20:00,60.0,6600.440000000001
PE,26200,2025-12-23 10:38:00,55.25,26164.5,26205.0,2025-12-23 10:42:00,43.95,STOP_LOSS,-11.3,-847.5,41.65,-889.15,4.0,False,55.25,2025-12-23,-1.0,2025-12-23 10:37:00,60.0,5711.290000000002
PE,26200,2025-12-23 11:40:00,48.95,26169.75,26204.0,2025-12-23 11:53:00,39.55,STOP_LOSS,-9.4,-705.0,41.48,-746.48,13.0,False,50.3,2025-12-23,-1.0,2025-12-23 11:39:00,60.0,4964.810000000001
PE,26200,2025-12-24 10:49:00,78.8,26207.85,26238.4,2025-12-24 10:57:00,76.4,TRAILING_STOP,-2.4,-180.0,42.87,-222.86,8.0,False,82.8,2025-12-30,-0.75,2025-12-24 10:48:00,60.0,4741.950000000002
CE,26200,2025-12-24 11:14:00,115.5,26210.15,26239.5,2025-12-24 11:25:00,112.55,TRAILING_STOP,-2.95,-221.25,44.22,-265.47,11.0,False,120.95,2025-12-30,-0.75,2025-12-24 11:13:00,60.0,4476.480000000001
PE,26200,2025-12-24 11:40:00,75.7,26207.9,26233.0,2025-12-24 11:47:00,85.05,TARGET,9.35,701.25,43.19,658.06,7.0,True,86.2,2025-12-30,-0.5,2025-12-24 11:39:00,60.0,5134.540000000001
CE,26200,2025-12-24 12:27:00,106.6,26200.9,26236.3,2025-12-24 12:42:00,98.05,STOP_LOSS,-8.55,-641.25,43.68,-684.93,15.0,False,109.5,2025-12-30,-1.0,2025-12-24 12:26:00,60.0,4449.610000000001
PE,26150,2025-12-26 09:31:00,87.85,26123.0,26129.5,2025-12-26 09:38:00,96.45,TARGET,8.6,645.0,43.62,601.38,7.0,True,98.0,2025-12-30,-0.5,2025-12-26 09:30:00,60.0,5050.990000000001
CE,26100,2025-12-26 11:02:00,72.6,26089.3,26108.8,2025-12-26 11:08:00,63.599999999999994,STOP_LOSS,-9.0,-675.0,42.38,-717.38,6.0,False,72.8,2025-12-30,-1.0,2025-12-26 11:01:00,60.0,4333.610000000001
