Entry_Time,Exit_Time,Signal,Strike,Entry_Price,Exit_Price,PnL,Reason,Spot_at_Entry,VWAP_at_Entry,RSI_at_Entry
14:36:09,14:55:38,BUY_PE,25950,44.2,33.55,-798.75,STOP_LOSS,25948.55,26003.11,48.12
14:55:45,14:56:05,BUY_PE,25900,33.9,55.85,1646.25,TARGET,25924.05,25997.2,33.45
14:56:12,14:56:41,BUY_PE,25950,53.05,32.05,-1575.0,STOP_LOSS,25929.55,25997.09,40.66
14:56:49,15:22:09,BUY_PE,25950,53.45,43.45,-750.0,STOP_LOSS,25927.15,25997.01,37.99
