Timestamp,Spot_LTP,ATM_Strike,PCR,CE_Symbol,CE_LTP,CE_OI,CE_Delta,PE_Symbol,PE_LTP,PE_OI,PE_Delta
09:12:52,0.0,0,0.0,,0,0,0,,0,0,0
