Timestamp,Spot_LTP,Fut_LTP,RSI,VWAP,EMA5,EMA13,ATM_Strike,PCR,CE_Symbol,CE_LTP,CE_OI,CE_Delta,CE_Theta,PE_Symbol,PE_LTP,PE_OI,PE_Delta,PE_Theta
09:54:33,26149.15,26189.7,41,26141.59,26143.6,26151.14,26150,1.07,NIFTY25DEC26150CE,144.8,23272,0.5508,-8.5999,NIFTY25DEC26150PE,107.8,20759,-0.4492,-8.5999
09:54:36,26148.5,26190.0,41,26141.6,26143.39,26151.05,26150,1.07,NIFTY25DEC26150CE,145.3,23272,0.5508,-8.5999,NIFTY25DEC26150PE,107.5,20759,-0.4492,-8.5999
09:54:39,26148.6,26188.0,41,26141.59,26143.42,26151.06,26150,1.07,NIFTY25DEC26150CE,145.75,23272,0.5508,-8.5999,NIFTY25DEC26150PE,107.1,20759,-0.4492,-8.5999
09:54:42,26149.0,26190.0,41,26141.6,26143.55,26151.12,26150,1.07,NIFTY25DEC26150CE,145.55,23272,0.5515,-8.5839,NIFTY25DEC26150PE,106.85,20759,-0.4485,-8.5839
09:54:45,26148.55,26190.0,41,26141.61,26143.4,26151.05,26150,1.07,NIFTY25DEC26150CE,145.4,23272,0.5515,-8.5839,NIFTY25DEC26150PE,107.2,20759,-0.4485,-8.5839
09:54:47,26148.45,26190.0,41,26141.62,26143.37,26151.04,26150,1.07,NIFTY25DEC26150CE,145.4,23272,0.5515,-8.5839,NIFTY25DEC26150PE,107.15,20759,-0.4485,-8.5839
09:54:51,26148.9,26190.0,41,26141.63,26143.52,26151.1,26150,1.07,NIFTY25DEC26150CE,145.05,23272,0.5515,-8.5839,NIFTY25DEC26150PE,107.25,20759,-0.4485,-8.5839
09:54:54,26148.9,26187.5,41,26141.62,26143.52,26151.1,26150,1.07,NIFTY25DEC26150CE,145.25,23272,0.5503,-8.5956,NIFTY25DEC26150PE,107,20759,-0.4497,-8.5956
09:54:57,26149.25,26187.5,42,26141.62,26143.64,26151.15,26150,1.07,NIFTY25DEC26150CE,145.7,23272,0.5503,-8.5956,NIFTY25DEC26150PE,107,20759,-0.4497,-8.5956
09:55:00,26148.8,26187.5,34,26141.62,26145.01,26150.63,26150,1.07,NIFTY25DEC26150CE,145.9,23272,0.5503,-8.5956,NIFTY25DEC26150PE,106.65,20759,-0.4497,-8.5956
09:55:02,26147.8,26191.6,33,26141.62,26144.68,26150.48,26150,1.07,NIFTY25DEC26150CE,145.9,23272,0.5519,-8.5911,NIFTY25DEC26150PE,106.25,20759,-0.4481,-8.5911
09:55:05,26149.25,26191.7,34,26141.63,26145.16,26150.69,26150,1.07,NIFTY25DEC26150CE,145.25,23272,0.5519,-8.5911,NIFTY25DEC26150PE,107,20759,-0.4481,-8.5911
09:55:08,26147.85,26187.5,33,26141.67,26144.7,26150.49,26150,1.07,NIFTY25DEC26150CE,145.65,23272,0.5519,-8.5911,NIFTY25DEC26150PE,106.4,20759,-0.4481,-8.5911
09:55:11,26149.25,26191.6,34,26141.68,26145.16,26150.69,26150,1.07,NIFTY25DEC26150CE,145.65,23272,0.5519,-8.5911,NIFTY25DEC26150PE,106.45,20759,-0.4481,-8.5911
09:55:14,26149.6,26191.6,34,26141.69,26145.28,26150.74,26150,1.07,NIFTY25DEC26150CE,145.65,23272,0.5519,-8.5911,NIFTY25DEC26150PE,106.5,20759,-0.4481,-8.5911
09:55:17,26150.0,26191.2,35,26141.69,26145.41,26150.8,26150,1.07,NIFTY25DEC26150CE,145.7,23272,0.5518,-8.5644,NIFTY25DEC26150PE,106.6,20759,-0.4482,-8.5644
09:55:19,26149.1,26191.0,34,26141.71,26145.11,26150.67,26150,1.08,NIFTY25DEC26150CE,145.05,23523,0.5518,-8.5644,NIFTY25DEC26150PE,106.55,21358,-0.4482,-8.5644
09:55:23,26149.2,26191.4,34,26141.73,26145.15,26150.68,26150,1.08,NIFTY25DEC26150CE,145.4,23523,0.5516,-8.5637,NIFTY25DEC26150PE,106.3,21358,-0.4484,-8.5637
09:55:27,26149.85,26191.4,35,26141.73,26145.36,26150.78,26150,1.08,NIFTY25DEC26150CE,145.5,23523,0.5518,-8.5644,NIFTY25DEC26150PE,106.35,21358,-0.4482,-8.5644
09:55:30,26149.95,26188.0,35,26141.73,26145.4,26150.79,26150,1.08,NIFTY25DEC26150CE,145.45,23523,0.5516,-8.5637,NIFTY25DEC26150PE,106,21358,-0.4484,-8.5637
09:55:33,26149.75,26187.7,34,26141.74,26145.33,26150.76,26150,1.07,NIFTY25DEC26150CE,144.15,23523,0.5516,-8.5637,NIFTY25DEC26150PE,106.75,21358,-0.4484,-8.5637
09:55:36,26148.0,26188.0,33,26141.75,26144.75,26150.51,26150,1.07,NIFTY25DEC26150CE,143.85,23523,0.5521,-8.5546,NIFTY25DEC26150PE,107,21358,-0.4479,-8.5546
09:55:39,26147.65,26188.0,33,26141.75,26144.63,26150.46,26150,1.07,NIFTY25DEC26150CE,144.4,23523,0.5521,-8.5546,NIFTY25DEC26150PE,106.75,21358,-0.4479,-8.5546
09:55:43,26148.75,26187.1,34,26141.74,26145.0,26150.62,26150,1.07,NIFTY25DEC26150CE,145.2,23523,0.5521,-8.5546,NIFTY25DEC26150PE,105,21358,-0.4479,-8.5546
09:55:45,26150.85,26193.8,35,26141.77,26145.7,26150.92,26150,1.07,NIFTY25DEC26150CE,147.4,23523,0.5521,-8.5546,NIFTY25DEC26150PE,103.45,21358,-0.4479,-8.5546
09:55:49,26153.3,26194.6,37,26141.79,26146.51,26151.27,26150,1.07,NIFTY25DEC26150CE,148.45,23523,0.5521,-8.5546,NIFTY25DEC26150PE,102.7,21358,-0.4479,-8.5546
09:55:52,26153.05,26195.0,37,26141.8,26146.43,26151.23,26150,1.07,NIFTY25DEC26150CE,148.1,23523,0.5492,-8.5237,NIFTY25DEC26150PE,103,21358,-0.4508,-8.5237
09:55:55,26152.4,26195.0,37,26141.82,26146.21,26151.14,26150,1.07,NIFTY25DEC26150CE,148.75,23523,0.5492,-8.5237,NIFTY25DEC26150PE,102.15,21358,-0.4508,-8.5237
09:55:58,26152.65,26193.0,37,26141.82,26146.3,26151.18,26150,1.07,NIFTY25DEC26150CE,148.55,23523,0.5492,-8.5237,NIFTY25DEC26150PE,102.8,21358,-0.4508,-8.5237
09:56:01,26152.75,26195.0,37,26141.84,26146.33,26151.19,26150,1.07,NIFTY25DEC26150CE,149,23523,0.5492,-8.5237,NIFTY25DEC26150PE,102.2,21358,-0.4508,-8.5237
09:56:03,26154.1,26198.0,38,26141.88,26146.78,26151.38,26150,1.07,NIFTY25DEC26150CE,150.5,23523,0.5607,-8.4971,NIFTY25DEC26150PE,100.35,21358,-0.4393,-8.4971
09:56:06,26156.05,26197.6,39,26141.89,26147.43,26151.66,26150,1.07,NIFTY25DEC26150CE,151.5,23523,0.5607,-8.4971,NIFTY25DEC26150PE,99.65,21358,-0.4393,-8.4971
09:56:09,26156.25,26197.7,40,26141.9,26147.5,26151.69,26150,1.07,NIFTY25DEC26150CE,150.95,23523,0.5607,-8.4971,NIFTY25DEC26150PE,99.95,21358,-0.4393,-8.4971
09:56:12,26155.9,26196.2,39,26141.93,26147.38,26151.64,26150,1.07,NIFTY25DEC26150CE,150.55,23523,0.5607,-8.4971,NIFTY25DEC26150PE,100.5,21358,-0.4393,-8.4971
09:56:16,26157.2,26196.2,40,26141.94,26147.81,26151.83,26150,1.07,NIFTY25DEC26150CE,150.15,23523,0.5598,-8.4987,NIFTY25DEC26150PE,100.3,21358,-0.4402,-8.4987
09:56:18,26157.8,26198.4,41,26141.95,26148.01,26151.91,26150,1.07,NIFTY25DEC26150CE,151,23523,0.5598,-8.4987,NIFTY25DEC26150PE,100.55,21358,-0.4402,-8.4987
09:56:22,26158.1,26200.0,41,26142.05,26148.11,26151.96,26150,1.07,NIFTY25DEC26150CE,153.05,23523,0.5598,-8.4987,NIFTY25DEC26150PE,98.85,21358,-0.4402,-8.4987
09:56:26,26160.65,26207.5,43,26142.2,26148.96,26152.32,26150,1.07,NIFTY25DEC26150CE,154,23523,0.5666,-8.4777,NIFTY25DEC26150PE,97.35,21358,-0.4334,-8.4777
09:56:30,26163.2,26205.6,44,26142.19,26149.81,26152.68,26150,1.07,NIFTY25DEC26150CE,152.6,23523,0.5666,-8.4777,NIFTY25DEC26150PE,98.3,21358,-0.4334,-8.4777
09:56:34,26162.05,26207.9,44,26142.22,26149.43,26152.52,26150,1.08,NIFTY25DEC26150CE,153.6,23523,0.5743,-8.3963,NIFTY25DEC26150PE,98.25,21358,-0.4257,-8.3963
09:56:37,26160.4,26206.5,43,26142.23,26148.88,26152.28,26150,1.08,NIFTY25DEC26150CE,153.25,23523,0.5666,-8.4777,NIFTY25DEC26150PE,98.65,21358,-0.4334,-8.4777
