Timestamp,Spot_LTP,Fut_LTP,RSI,VWAP,EMA5,EMA13,ATM_Strike,PCR,CE_Symbol,CE_LTP,CE_OI,CE_Delta,CE_Theta,PE_Symbol,PE_LTP,PE_OI,PE_Delta,PE_Theta
14:12:09,26127.1,26181.4,38,26177.41,26136.59,26140.64,26150,1.48,NIFTY25D2326150CE,46.85,228496,0.454,-25.2983,NIFTY25D2326150PE,60.85,239208,-0.546,-25.2983
14:12:11,26126.0,26182.4,37,26177.42,26136.23,26140.48,26150,1.48,NIFTY25D2326150CE,47.35,228496,0.454,-25.2983,NIFTY25D2326150PE,60,239208,-0.546,-25.2983
14:12:14,26129.4,26183.0,39,26177.42,26137.36,26140.97,26150,1.48,NIFTY25D2326150CE,47.2,228496,0.454,-25.2983,NIFTY25D2326150PE,60.2,239208,-0.546,-25.2983
14:12:17,26128.0,26182.9,38,26177.42,26136.89,26140.77,26150,1.48,NIFTY25D2326150CE,47.25,228496,0.454,-25.2983,NIFTY25D2326150PE,60.05,239208,-0.546,-25.2983
14:12:20,26127.85,26183.0,38,26177.42,26136.84,26140.75,26150,1.48,NIFTY25D2326150CE,47.5,228496,0.4593,-25.1864,NIFTY25D2326150PE,60.1,239208,-0.5407,-25.1864
14:12:25,26126.8,26182.5,38,26177.42,26136.49,26140.6,26150,1.48,NIFTY25D2326150CE,47.4,228496,0.4593,-25.1864,NIFTY25D2326150PE,60.4,239208,-0.5407,-25.1864
14:12:31,26132.5,26184.0,42,26177.43,26138.39,26141.41,26150,1.48,NIFTY25D2326150CE,48.45,228496,0.4641,-25.1984,NIFTY25D2326150PE,58.05,239208,-0.5359,-25.1984
14:12:34,26133.0,26186.7,42,26177.45,26138.56,26141.48,26150,1.48,NIFTY25D2326150CE,48.9,228496,0.4641,-25.1984,NIFTY25D2326150PE,57.6,239208,-0.5359,-25.1984
14:12:38,26133.2,26188.9,42,26177.47,26138.63,26141.51,26150,1.48,NIFTY25D2326150CE,48.8,228496,0.4641,-25.1984,NIFTY25D2326150PE,58.15,239208,-0.5359,-25.1984
14:12:41,26134.1,26189.0,43,26177.47,26138.93,26141.64,26150,1.48,NIFTY25D2326150CE,48.95,228496,0.4653,-25.2601,NIFTY25D2326150PE,57.85,239208,-0.5347,-25.2601
14:12:47,26135.6,26188.3,44,26177.47,26139.43,26141.86,26150,1.48,NIFTY25D2326150CE,49.2,228496,0.4748,-25.1528,NIFTY25D2326150PE,57.55,239208,-0.5252,-25.1528
14:12:51,26136.0,26188.9,44,26177.47,26139.56,26141.91,26150,1.48,NIFTY25D2326150CE,49.45,228496,0.4748,-25.1528,NIFTY25D2326150PE,57.6,239208,-0.5252,-25.1528
14:12:55,26136.6,26188.9,45,26177.47,26139.76,26142.0,26150,1.48,NIFTY25D2326150CE,49.5,228496,0.4748,-25.1528,NIFTY25D2326150PE,57.85,239208,-0.5252,-25.1528
14:12:59,26134.85,26188.3,43,26177.47,26139.18,26141.75,26150,1.48,NIFTY25D2326150CE,49.3,228496,0.4748,-25.1528,NIFTY25D2326150PE,57.85,239208,-0.5252,-25.1528
14:13:02,26136.85,26185.1,45,26177.45,26139.84,26142.03,26150,1.48,NIFTY25D2326150CE,49.55,228496,0.4756,-25.2352,NIFTY25D2326150PE,58.05,239208,-0.5244,-25.2352
14:13:07,26137.2,26185.1,45,26177.45,26139.96,26142.08,26150,1.48,NIFTY25D2326150CE,49.5,228496,0.4756,-25.2352,NIFTY25D2326150PE,58.1,239208,-0.5244,-25.2352
14:13:10,26136.65,26184.2,45,26177.44,26139.78,26142.01,26150,1.48,NIFTY25D2326150CE,49.2,228496,0.4756,-25.2352,NIFTY25D2326150PE,58.15,239208,-0.5244,-25.2352
14:13:13,26138.0,26184.2,46,26177.44,26140.23,26142.2,26150,1.48,NIFTY25D2326150CE,49.65,228496,0.4769,-25.446,NIFTY25D2326150PE,57.9,239208,-0.5231,-25.446
14:13:17,26138.85,26184.5,47,26177.44,26140.51,26142.32,26150,1.48,NIFTY25D2326150CE,49.55,228496,0.4769,-25.446,NIFTY25D2326150PE,57.85,239208,-0.5231,-25.446
14:13:21,26138.4,26189.0,46,26177.48,26140.36,26142.26,26150,1.48,NIFTY25D2326150CE,49.7,228496,0.4769,-25.446,NIFTY25D2326150PE,57.8,239208,-0.5231,-25.446
14:13:26,26139.2,26189.1,47,26177.48,26140.63,26142.37,26150,1.48,NIFTY25D2326150CE,49.9,228496,0.4773,-25.3899,NIFTY25D2326150PE,57.55,239208,-0.5227,-25.3899
14:13:29,26139.95,26188.5,47,26177.48,26140.88,26142.48,26150,1.48,NIFTY25D2326150CE,49.75,228496,0.4773,-25.3899,NIFTY25D2326150PE,57.6,239208,-0.5227,-25.3899
14:13:32,26140.6,26189.0,48,26177.48,26141.09,26142.57,26150,1.48,NIFTY25D2326150CE,49.8,228496,0.4773,-25.3899,NIFTY25D2326150PE,57.5,239208,-0.5227,-25.3899
14:13:36,26140.55,26188.5,48,26177.48,26141.08,26142.56,26150,1.48,NIFTY25D2326150CE,49.85,228496,0.478,-25.3597,NIFTY25D2326150PE,57.55,239208,-0.522,-25.3597
