Timestamp,Spot_LTP,Fut_LTP,RSI,VWAP,EMA5,EMA13,ATM_Strike,PCR,CE_Symbol,CE_LTP,CE_OI,CE_Delta,CE_Theta,PE_Symbol,PE_LTP,PE_OI,PE_Delta,PE_Theta
13:53:11,26147.6,26190.7,66,26177.25,26146.74,26144.54,26150,1.51,NIFTY25D2326150CE,50.4,231408,0.4771,-25.3735,NIFTY25D2326150PE,58.1,248345,-0.5229,-25.3735
13:53:15,26147.8,26190.7,66,26177.25,26146.81,26144.57,26150,1.51,NIFTY25D2326150CE,50.55,231408,0.4799,-25.23,NIFTY25D2326150PE,58.05,248345,-0.5201,-25.23
13:53:19,26146.15,26190.7,65,26177.25,26146.26,26144.33,26150,1.51,NIFTY25D2326150CE,50.5,231184,0.4799,-25.23,NIFTY25D2326150PE,58.05,249413,-0.5201,-25.23
13:53:23,26147.2,26190.0,65,26177.25,26146.61,26144.48,26150,1.51,NIFTY25D2326150CE,50.6,231184,0.4783,-25.3587,NIFTY25D2326150PE,57.95,249413,-0.5217,-25.3587
13:53:27,26146.65,26189.5,65,26177.25,26146.43,26144.4,26150,1.51,NIFTY25D2326150CE,50.6,231184,0.4783,-25.3587,NIFTY25D2326150PE,57.95,249413,-0.5217,-25.3587
13:53:32,26147.0,26189.5,65,26177.25,26146.54,26144.45,26150,1.51,NIFTY25D2326150CE,50.7,231184,0.4783,-25.3587,NIFTY25D2326150PE,57.85,249413,-0.5217,-25.3587
13:53:35,26147.75,26189.5,66,26177.25,26146.79,26144.56,26150,1.51,NIFTY25D2326150CE,50.4,231184,0.479,-25.3287,NIFTY25D2326150PE,58.15,249413,-0.521,-25.3287
13:53:40,26147.75,26189.1,66,26177.25,26146.79,26144.56,26150,1.51,NIFTY25D2326150CE,50.25,231184,0.4788,-25.3159,NIFTY25D2326150PE,58,249413,-0.5212,-25.3159
13:53:44,26148.1,26190.6,66,26177.26,26146.91,26144.61,26150,1.51,NIFTY25D2326150CE,50.35,231184,0.4788,-25.3159,NIFTY25D2326150PE,58.2,249413,-0.5212,-25.3159
13:53:49,26148.45,26189.1,66,26177.25,26147.03,26144.66,26150,1.51,NIFTY25D2326150CE,50.1,231184,0.4777,-25.3238,NIFTY25D2326150PE,58.45,249413,-0.5223,-25.3238
13:53:54,26147.0,26189.0,65,26177.25,26146.54,26144.45,26150,1.51,NIFTY25D2326150CE,50.15,231184,0.4777,-25.3238,NIFTY25D2326150PE,58.25,249413,-0.5223,-25.3238
13:53:57,26145.8,26190.0,64,26177.26,26146.14,26144.28,26150,1.51,NIFTY25D2326150CE,50.1,231184,0.4772,-25.3323,NIFTY25D2326150PE,58.6,249413,-0.5228,-25.3323
13:54:06,26146.9,26190.0,65,26177.26,26146.51,26144.44,26150,1.51,NIFTY25D2326150CE,49.75,231184,0.4772,-25.3323,NIFTY25D2326150PE,58.6,249413,-0.5228,-25.3323
13:54:09,26145.9,26190.0,64,26177.26,26146.18,26144.3,26150,1.51,NIFTY25D2326150CE,49.8,231184,0.4772,-25.3323,NIFTY25D2326150PE,58.8,249413,-0.5228,-25.3323
13:54:13,26146.3,26189.0,65,26177.25,26146.31,26144.35,26150,1.51,NIFTY25D2326150CE,49.35,231184,0.4764,-25.349,NIFTY25D2326150PE,58.95,249413,-0.5236,-25.349
13:54:17,26145.05,26186.9,64,26177.25,26145.89,26144.17,26150,1.51,NIFTY25D2326150CE,49.35,231184,0.4764,-25.349,NIFTY25D2326150PE,59.05,249413,-0.5236,-25.349
13:54:23,26144.2,26186.9,63,26177.25,26145.61,26144.05,26150,1.51,NIFTY25D2326150CE,49.35,231184,0.4735,-25.2668,NIFTY25D2326150PE,59.05,249413,-0.5265,-25.2668
13:54:30,26145.15,26188.7,64,26177.26,26145.93,26144.19,26150,1.51,NIFTY25D2326150CE,49.4,231184,0.4735,-25.2668,NIFTY25D2326150PE,59.05,249413,-0.5265,-25.2668
13:54:35,26147.65,26189.4,66,26177.26,26146.76,26144.55,26150,1.51,NIFTY25D2326150CE,49.55,231184,0.4735,-25.2668,NIFTY25D2326150PE,59,249413,-0.5265,-25.2668
13:54:41,26145.85,26186.0,64,26177.25,26146.16,26144.29,26150,1.51,NIFTY25D2326150CE,49.7,231184,0.4732,-25.2406,NIFTY25D2326150PE,58.8,249413,-0.5268,-25.2406
13:54:46,26146.45,26187.6,64,26177.25,26146.16,26144.54,26150,1.51,NIFTY25D2326150CE,49.65,231184,0.4732,-25.2406,NIFTY25D2326150PE,58.95,249413,-0.5268,-25.2406
13:54:52,26144.5,26188.3,63,26177.25,26145.51,26144.26,26150,1.51,NIFTY25D2326150CE,49.85,231184,0.474,-25.306,NIFTY25D2326150PE,58.8,249413,-0.526,-25.306
13:54:58,26144.85,26188.3,63,26177.25,26145.62,26144.31,26150,1.51,NIFTY25D2326150CE,49.9,231184,0.474,-25.306,NIFTY25D2326150PE,58.65,249413,-0.526,-25.306
13:55:01,26144.9,26188.3,63,26177.25,26145.64,26144.32,26150,1.51,NIFTY25D2326150CE,49.9,231184,0.474,-25.306,NIFTY25D2326150PE,58.7,249413,-0.526,-25.306
13:55:04,26146.15,26188.8,64,26177.25,26146.06,26144.5,26150,1.51,NIFTY25D2326150CE,49.95,231184,0.4752,-25.3796,NIFTY25D2326150PE,58.7,249413,-0.5248,-25.3796
13:55:09,26146.05,26189.8,64,26177.25,26146.02,26144.48,26150,1.51,NIFTY25D2326150CE,50.2,231184,0.4752,-25.3796,NIFTY25D2326150PE,58.4,249413,-0.5248,-25.3796
