Timestamp,Spot_LTP,Fut_LTP,RSI,VWAP,EMA5,EMA13,ATM_Strike,PCR,CE_Symbol,CE_LTP,CE_OI,CE_Delta,CE_Theta,PE_Symbol,PE_LTP,PE_OI,PE_Delta,PE_Theta
14:19:56,26132.4,0.0,45,0.0,26136.97,26140.33,26150,1.49,NIFTY25D2326150CE,47.3,227616,0.4709,-25.3409,NIFTY25D2326150PE,59.55,238727,-0.5291,-25.3409
14:20:00,26133.15,0.0,45,0.0,26137.22,26140.44,26150,1.49,NIFTY25D2326150CE,47.75,227616,0.4678,-25.2314,NIFTY25D2326150PE,59.55,238727,-0.5322,-25.2314
14:20:04,26132.45,0.0,45,0.0,26136.99,26140.34,26150,1.49,NIFTY25D2326150CE,47.9,227616,0.4678,-25.2314,NIFTY25D2326150PE,59.4,238727,-0.5322,-25.2314
14:20:07,26131.25,0.0,44,0.0,26136.59,26140.17,26150,1.49,NIFTY25D2326150CE,47.5,227616,0.4678,-25.2314,NIFTY25D2326150PE,59.85,238727,-0.5322,-25.2314
14:20:10,26132.3,0.0,45,0.0,26136.94,26140.32,26150,1.49,NIFTY25D2326150CE,47.55,227616,0.4645,-25.2428,NIFTY25D2326150PE,59.65,238727,-0.5355,-25.2428
14:20:15,26133.25,0.0,46,0.0,26137.25,26140.45,26150,1.49,NIFTY25D2326150CE,47.65,227616,0.4645,-25.2428,NIFTY25D2326150PE,59.9,238727,-0.5355,-25.2428
14:20:20,26132.3,0.0,45,0.0,26136.94,26140.32,26150,1.49,NIFTY25D2326150CE,48.2,227616,0.4656,-25.3733,NIFTY25D2326150PE,59.15,238727,-0.5344,-25.3733
14:20:24,26134.35,0.0,46,0.0,26137.62,26140.61,26150,1.5,NIFTY25D2326150CE,48.15,225678,0.4656,-25.3733,NIFTY25D2326150PE,59.2,241134,-0.5344,-25.3733
14:20:29,26134.05,0.0,46,0.0,26137.52,26140.57,26150,1.5,NIFTY25D2326150CE,48.2,225678,0.4656,-25.3733,NIFTY25D2326150PE,59.3,241134,-0.5344,-25.3733
14:20:31,26134.95,0.0,47,0.0,26137.82,26140.69,26150,1.5,NIFTY25D2326150CE,48.2,225678,0.4656,-25.3733,NIFTY25D2326150PE,59.2,241134,-0.5344,-25.3733
14:20:35,26135.55,0.0,47,0.0,26138.02,26140.78,26150,1.5,NIFTY25D2326150CE,48,225678,0.4694,-25.4735,NIFTY25D2326150PE,59.5,241134,-0.5306,-25.4735
14:20:38,26133.0,0.0,45,0.0,26137.17,26140.42,26150,1.5,NIFTY25D2326150CE,48.2,225678,0.4694,-25.4735,NIFTY25D2326150PE,59.3,241134,-0.5306,-25.4735
14:20:41,26132.7,0.0,45,0.0,26137.07,26140.37,26150,1.5,NIFTY25D2326150CE,48,225678,0.4694,-25.4735,NIFTY25D2326150PE,59.4,241134,-0.5306,-25.4735
14:20:44,26132.75,0.0,45,0.0,26137.09,26140.38,26150,1.5,NIFTY25D2326150CE,47.9,225678,0.4693,-25.4255,NIFTY25D2326150PE,59.65,241134,-0.5307,-25.4255
14:20:47,26132.4,0.0,45,0.0,26136.97,26140.33,26150,1.5,NIFTY25D2326150CE,47.8,225678,0.4693,-25.4255,NIFTY25D2326150PE,59.85,241134,-0.5307,-25.4255
14:20:52,26131.75,0.0,45,0.0,26136.75,26140.24,26150,1.5,NIFTY25D2326150CE,47.45,225678,0.4693,-25.4255,NIFTY25D2326150PE,60.1,241134,-0.5307,-25.4255
14:20:55,26130.3,0.0,44,0.0,26136.27,26140.03,26150,1.5,NIFTY25D2326150CE,47.5,225678,0.467,-25.4172,NIFTY25D2326150PE,60,241134,-0.533,-25.4172
14:20:59,26130.95,0.0,44,0.0,26136.49,26140.12,26150,1.5,NIFTY25D2326150CE,47.2,225678,0.467,-25.4172,NIFTY25D2326150PE,60,241134,-0.533,-25.4172
14:21:02,26130.75,0.0,44,0.0,26136.42,26140.09,26150,1.5,NIFTY25D2326150CE,46.7,225678,0.467,-25.4172,NIFTY25D2326150PE,60.5,241134,-0.533,-25.4172
14:21:06,26130.15,0.0,44,0.0,26136.22,26140.01,26150,1.5,NIFTY25D2326150CE,47.15,225678,0.4643,-25.4348,NIFTY25D2326150PE,60.35,241134,-0.5357,-25.4348
14:21:12,26129.2,0.0,43,0.0,26135.9,26139.87,26150,1.5,NIFTY25D2326150CE,47.35,225678,0.4643,-25.4348,NIFTY25D2326150PE,60.25,241134,-0.5357,-25.4348
14:21:17,26129.6,0.0,44,0.0,26136.04,26139.93,26150,1.5,NIFTY25D2326150CE,47.4,225678,0.4596,-25.3166,NIFTY25D2326150PE,60.3,241134,-0.5404,-25.3166
14:21:22,26130.45,0.0,44,0.0,26136.32,26140.05,26150,1.5,NIFTY25D2326150CE,47.9,225678,0.4596,-25.3166,NIFTY25D2326150PE,59.75,241134,-0.5404,-25.3166
14:21:26,26130.65,0.0,44,0.0,26136.39,26140.08,26150,1.5,NIFTY25D2326150CE,47.9,225678,0.463,-25.4067,NIFTY25D2326150PE,59.6,241134,-0.537,-25.4067
