Timestamp,Spot_LTP,Fut_LTP,RSI,VWAP,EMA5,EMA13,ATM_Strike,PCR,CE_Symbol,CE_LTP,CE_OI,CE_Delta,CE_Theta,PE_Symbol,PE_LTP,PE_OI,PE_Delta,PE_Theta
09:55:56,26215.75,0.0,73,0.0,26214.23,26205.32,26200,1.19,NIFTY25DEC26200CE,121.75,169176,0.571,-7.761,NIFTY25DEC26200PE,77.75,221796,-0.429,-7.761
09:56:03,26215.8,0.0,73,0.0,26214.24,26205.32,26200,1.19,NIFTY25DEC26200CE,121,169176,0.571,-7.761,NIFTY25DEC26200PE,78.4,221796,-0.429,-7.761
09:56:10,26215.0,0.0,72,0.0,26213.98,26205.21,26200,1.19,NIFTY25DEC26200CE,121.3,169176,0.5718,-7.7562,NIFTY25DEC26200PE,78.05,221796,-0.4282,-7.7562
09:56:17,26214.95,0.0,72,0.0,26213.96,26205.2,26200,1.19,NIFTY25DEC26200CE,120.4,169176,0.5686,-7.7686,NIFTY25DEC26200PE,79,221796,-0.4314,-7.7686
09:56:25,26214.4,0.0,72,0.0,26213.78,26205.12,26200,1.19,NIFTY25DEC26200CE,120.75,169176,0.5686,-7.7686,NIFTY25DEC26200PE,79,221796,-0.4314,-7.7686
09:56:35,26213.9,0.0,71,0.0,26213.61,26205.05,26200,1.19,NIFTY25DEC26200CE,120.6,169176,0.5686,-7.7686,NIFTY25DEC26200PE,78.8,221796,-0.4314,-7.7686
09:56:41,26213.25,0.0,71,0.0,26213.39,26204.96,26200,1.19,NIFTY25DEC26200CE,120.5,169176,0.5702,-7.7731,NIFTY25DEC26200PE,78.8,221796,-0.4298,-7.7731
09:56:48,26213.65,0.0,71,0.0,26213.53,26205.02,26200,1.19,NIFTY25DEC26200CE,117.8,169176,0.5686,-7.7784,NIFTY25DEC26200PE,80.4,221796,-0.4314,-7.7784
09:56:56,26212.35,0.0,70,0.0,26213.09,26204.83,26200,1.19,NIFTY25DEC26200CE,118.7,169176,0.5686,-7.7784,NIFTY25DEC26200PE,79.7,221796,-0.4314,-7.7784
09:57:03,26212.6,0.0,70,0.0,26213.18,26204.87,26200,1.19,NIFTY25DEC26200CE,119.5,169176,0.5617,-7.7782,NIFTY25DEC26200PE,79.5,221796,-0.4383,-7.7782
09:57:10,26213.7,0.0,71,0.0,26213.54,26205.02,26200,1.19,NIFTY25DEC26200CE,119.35,169176,0.5635,-7.7878,NIFTY25DEC26200PE,79.6,221796,-0.4365,-7.7878
09:57:16,26214.2,0.0,72,0.0,26213.71,26205.1,26200,1.19,NIFTY25DEC26200CE,117.95,169176,0.5635,-7.7878,NIFTY25DEC26200PE,80.8,221796,-0.4365,-7.7878
09:57:23,26211.65,0.0,70,0.0,26212.86,26204.73,26200,1.19,NIFTY25DEC26200CE,118.5,169176,0.5667,-7.7838,NIFTY25DEC26200PE,80.15,221796,-0.4333,-7.7838
09:57:30,26211.9,0.0,70,0.0,26212.94,26204.77,26200,1.19,NIFTY25DEC26200CE,118.1,169176,0.5636,-7.7713,NIFTY25DEC26200PE,80.5,221796,-0.4364,-7.7713
09:57:38,26211.4,0.0,69,0.0,26212.78,26204.7,26200,1.19,NIFTY25DEC26200CE,119,169176,0.5636,-7.7893,NIFTY25DEC26200PE,79.75,221796,-0.4364,-7.7893
09:57:45,26213.55,0.0,71,0.0,26213.49,26205.0,26200,1.19,NIFTY25DEC26200CE,120.95,169176,0.5636,-7.7893,NIFTY25DEC26200PE,78,221796,-0.4364,-7.7893
09:57:53,26214.15,0.0,72,0.0,26213.69,26205.09,26200,1.19,NIFTY25DEC26200CE,120.2,169176,0.5698,-7.7396,NIFTY25DEC26200PE,78.7,221796,-0.4302,-7.7396
09:58:02,26215.4,0.0,73,0.0,26214.11,26205.27,26200,1.19,NIFTY25DEC26200CE,120.8,169176,0.5706,-7.7634,NIFTY25DEC26200PE,78.45,221796,-0.4294,-7.7634
