Entry_Time,Exit_Time,Strategy,Timeframe,Symbol,Type,Strike,Entry_Price,Exit_Price,Max_Price,PnL,Gross_PnL,PnL_Pct,Balance,Exit_Reason
10:02:23,10:04:37,Original,3minute,NIFTY-25550-PE,PE,25550,64.4,57.4,66.5,-655.0000000000006,-525.0000000000006,-13.561076604554877,0.0,SHUTDOWN
10:12:48,10:14:35,Original,3minute,NIFTY-25550-PE,PE,25550,62.9,64.55,67.3,-6.250000000000114,123.74999999999989,-0.13248542660307608,0.0,TRAILING_STOP
10:15:40,10:17:12,Original,3minute,NIFTY-25550-PE,PE,25550,64.9,66.05,71.05,-43.75000000000064,86.24999999999936,-0.898818695428878,0.0,TRAILING_STOP
10:33:23,10:43:17,Original,3minute,NIFTY-25550-PE,PE,25550,61.35,60.9,64.2,-163.75000000000023,-33.75000000000021,-3.558815539255642,0.0,AUTO_RESET_1
10:45:08,10:47:42,Original,3minute,NIFTY-25550-PE,PE,25550,64,69.1,73.4,252.49999999999955,382.49999999999955,5.260416666666657,0.0,TRAILING_STOP
