timestamp,open,high,low,close,nifty_ltp,expiry,atm_strike,ce_symbol,pe_symbol,atm_ce_ltp,atm_pe_ltp
11/7/2025 14:34,25525.25,25528,25518.7,25518.8,25518.8,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,108.05,71.55
11/7/2025 14:35,25518.1,25523.75,25516.75,25521.2,25521.2,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,110.2,70.55
11/7/2025 14:36,25519.9,25524.5,25516.45,25517.5,25517.5,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,108.1,71.95
11/7/2025 14:37,25517.65,25521.4,25515.3,25518,25518,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,109.35,71
11/7/2025 14:38,25519.8,25521.5,25517.35,25518.2,25518.2,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,107.45,72.1
11/7/2025 14:39,25517.8,25519.6,25514.25,25515.25,25515.25,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,107.9,71.7
11/7/2025 14:40,25515.75,25518.9,25510.75,25512.3,25512.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,104.75,73.65
11/7/2025 14:41,25511.85,25514.75,25507.75,25513.7,25513.7,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,109.45,71.65
11/7/2025 14:42,25513.1,25516.55,25512.25,25513.2,25513.2,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,108.65,71.65
11/7/2025 14:43,25512.7,25517.95,25510.8,25514.35,25514.35,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,106.85,73.25
11/7/2025 14:44,25514.3,25518.8,25511.7,25512.75,25512.75,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,106.95,74.35
11/7/2025 14:45,25512.85,25513.8,25501.3,25505,25505,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,103.55,81
11/7/2025 14:46,25505,25511.25,25504.85,25509.3,25509.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,104.75,79.45
11/7/2025 14:47,25508.2,25510.4,25505.3,25508.95,25508.95,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,105.15,78.6
11/7/2025 14:48,25510.2,25511.75,25506.35,25506.35,25506.35,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,102.7,79.3
11/7/2025 14:49,25507.95,25508.45,25501.75,25504,25504,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.85,80.5
11/7/2025 14:50,25503.95,25506.6,25499.1,25500.85,25500.85,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,100.4,81.6
11/7/2025 14:51,25499.7,25501.3,25497.3,25499.15,25499.15,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,100.8,80.85
11/7/2025 14:52,25499.2,25502.55,25495.15,25496.75,25496.75,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,97.15,83.65
11/7/2025 14:53,25496.6,25498.9,25494.7,25497.15,25497.15,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,98.05,83.05
11/7/2025 14:54,25496.55,25498.45,25494.8,25495.75,25495.75,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,98.1,83.45
11/7/2025 14:55,25496.2,25503.5,25496.2,25500.85,25500.85,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,100.2,81.1
11/7/2025 14:56,25500.65,25503.6,25498.95,25500.5,25500.5,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,99.6,81
11/7/2025 14:57,25499.7,25504.05,25493.05,25493.6,25493.6,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,94.6,84.85
11/7/2025 14:58,25493.2,25493.45,25486.75,25488.25,25488.25,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,93.7,85.95
11/7/2025 14:59,25487.5,25490.55,25484.6,25490.1,25490.1,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,97.7,83.85
11/7/2025 15:00,25492.5,25496.75,25489.75,25492.85,25492.85,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,96.75,82.8
11/7/2025 15:01,25494.85,25494.85,25481.2,25482.9,25482.9,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,89.85,89.45
11/7/2025 15:02,25483.35,25487.5,25478.9,25480.15,25480.15,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,88.85,89.85
11/7/2025 15:03,25481,25481,25473.1,25474.25,25474.25,11-Nov-25,25450,NSE-NIFTY-11Nov25-25450-CE,NSE-NIFTY-11Nov25-25450-PE,114.05,70.45
11/7/2025 15:04,25474.55,25481.9,25474.05,25481.65,25481.65,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,90.05,88.95
11/7/2025 15:05,25481.95,25482.5,25478.95,25479.95,25479.95,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,89.75,89.95
11/7/2025 15:06,25480.95,25481.1,25474,25475.9,25475.9,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,88.3,91.4
11/7/2025 15:07,25477,25481.8,25475.7,25479.85,25479.85,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,91.15,88.35
11/7/2025 15:08,25480.9,25486.65,25480.35,25482.75,25482.75,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,92.05,87.4
11/7/2025 15:09,25483.2,25483.65,25478.7,25482.15,25482.15,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,91.25,88.2
11/7/2025 15:10,25481.6,25482.45,25477.1,25477.6,25477.6,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,88.9,91.15
11/7/2025 15:11,25477.85,25483.25,25476.85,25481.75,25481.75,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,91.45,87.7
11/7/2025 15:12,25483.95,25484.15,25477.7,25477.8,25477.8,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,89.35,89.4
11/7/2025 15:13,25478.8,25480.5,25477.6,25478.45,25478.45,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,89.7,89
11/7/2025 15:14,25478.7,25487.4,25478.5,25486.6,25486.6,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,93.25,85.25
11/7/2025 15:15,25487.3,25508.4,25485.75,25507.2,25507.2,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,107.4,71.55
11/7/2025 15:16,25508.7,25512.75,25505.75,25511.15,25511.15,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,109.75,71.1
11/7/2025 15:17,25512.65,25513.25,25509.3,25510.75,25510.75,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,107.25,72.65
11/7/2025 15:18,25511.65,25512.2,25507.7,25508.45,25508.45,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,106.2,74.3
11/7/2025 15:19,25508.6,25509.6,25500.2,25500.6,25500.6,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,99,82
11/7/2025 15:20,25501.3,25502.25,25496.5,25501.35,25501.35,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,100.65,79.75
11/7/2025 15:21,25501.85,25516.1,25501.85,25506.8,25506.8,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,100.6,78.65
11/7/2025 15:22,25508.2,25508.2,25500.1,25500.1,25500.1,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,99.45,80.65
11/7/2025 15:23,25499.65,25500.15,25496.9,25498.25,25498.25,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,99.6,79.5
11/7/2025 15:24,25498.1,25500.65,25495.85,25499.7,25499.7,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,99.55,79.3
11/7/2025 15:25,25499.35,25501.05,25497.55,25498.25,25498.25,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,97.5,80.3
11/7/2025 15:26,25499.1,25499.3,25496.35,25497.25,25497.25,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,95.7,80.15
11/7/2025 15:27,25498.35,25502.75,25496.5,25501,25501,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.9,75.25
11/7/2025 15:28,25503.2,25507,25501.85,25506.9,25506.9,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101,74.4
11/7/2025 15:29,25506.05,25511.75,25500.9,25510.05,25510.05,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.25,72.7
11/7/2025 15:30,25509.75,25509.75,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:31,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:32,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:33,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:34,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:35,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:36,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:37,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:38,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:39,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:40,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:41,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:42,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:43,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:44,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:45,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:46,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:47,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:48,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:49,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:50,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:51,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:52,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:53,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:54,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:55,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:56,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:57,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:58,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/7/2025 15:59,25492.3,25492.3,25492.3,25492.3,25492.3,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:00,25492.3,25757.65,25448.1,25448.1,25448.1,11-Nov-25,25450,NSE-NIFTY-11Nov25-25450-CE,NSE-NIFTY-11Nov25-25450-PE,101.95,72.6
11/10/2025 9:01,25448.1,25448.1,25412.65,25434.25,25434.25,11-Nov-25,25450,NSE-NIFTY-11Nov25-25450-CE,NSE-NIFTY-11Nov25-25450-PE,101.95,72.6
11/10/2025 9:02,25435.3,25475.9,25421.05,25475.9,25475.9,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:03,25475.5,25516.2,25463.85,25513.75,25513.75,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:04,25513.75,25526.1,25502.25,25521.75,25521.75,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:05,25522.65,25530.85,25521,25526.3,25526.3,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,101.95,72.6
11/10/2025 9:06,25526.05,25530.3,25502.55,25512.25,25512.25,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:07,25500.3,25503.85,25491.7,25503.5,25503.5,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:08,25503.5,25503.5,25503.5,25503.5,25503.5,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:09,25503.5,25503.5,25503.5,25503.5,25503.5,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:10,25503.5,25503.5,25503.5,25503.5,25503.5,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:11,25503.5,25503.5,25503.5,25503.5,25503.5,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:12,25503.5,25503.5,25503.5,25503.5,25503.5,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:13,25503.5,25503.5,25503.5,25503.5,25503.5,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:14,25503.5,25503.5,25503.5,25503.5,25503.5,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,101.95,72.6
11/10/2025 9:15,25515.8,25590.35,25515.8,25577.05,25577.05,11-Nov-25,25600,NSE-NIFTY-11Nov25-25600-CE,NSE-NIFTY-11Nov25-25600-PE,78.25,71.05
11/10/2025 9:16,25576.5,25576.5,25556.65,25557.25,25557.25,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,95.55,62.6
11/10/2025 9:17,25554.75,25558.65,25545.15,25546.7,25546.7,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,95.35,64.85
11/10/2025 9:18,25548.55,25574.1,25548.15,25572.8,25572.8,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,104.7,54.95
11/10/2025 9:19,25570.75,25570.75,25553.3,25554.6,25554.6,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,94.7,63.75
11/10/2025 9:20,25551.65,25565.65,25548.35,25560.45,25560.45,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,97.8,61.1
11/10/2025 9:21,25560.85,25565.7,25550.35,25551,25551,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,94.6,64.9
11/10/2025 9:22,25550,25550,25535.9,25535.9,25535.9,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,87.25,74.25
11/10/2025 9:23,25534.85,25536.45,25527.95,25529.9,25529.9,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,87.15,71.65
11/10/2025 9:24,25529.85,25529.85,25521.5,25526.55,25526.55,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,82.95,76.5
11/10/2025 9:25,25524.45,25527.6,25515.3,25515.9,25515.9,11-Nov-25,25500,NSE-NIFTY-11Nov25-25500-CE,NSE-NIFTY-11Nov25-25500-PE,108.2,57.75
11/10/2025 9:26,25515.8,25537.05,25515.45,25531.55,25531.55,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,83.2,75.1
11/10/2025 9:27,25530.75,25541.3,25527.1,25540.3,25540.3,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,87.75,69.4
11/10/2025 9:28,25538.7,25540.45,25525.4,25526.25,25526.25,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,81.1,78
11/10/2025 9:29,25525.7,25539.25,25524.6,25539.25,25539.25,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,87.65,70.4
11/10/2025 9:30,25539.6,25552.45,25538.65,25551.55,25551.55,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,92,66.35
11/10/2025 9:31,25551.75,25561.9,25548.05,25560.6,25560.6,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,98.3,60.2
11/10/2025 9:32,25561.05,25561.45,25550.5,25556.2,25556.2,11-Nov-25,25550,NSE-NIFTY-11Nov25-25550-CE,NSE-NIFTY-11Nov25-25550-PE,93.9,62.6
